Name,estimated_minutes,submission_wins,ko_tko_wins,Total (R1-R5) Strikes Attempts,Total (R1-R5) Strikes Landed,Total (R1-R5) Significant Strikes Attempts,Total (R1-R5) Significant Strikes Landed,Opponent Total (R1-R5) Significant Strikes Attempts,Opponent Total (R1-R5) Significant Strikes Landed,Total (R1-R5) Ground Total Strikes_Attempts,Total (R1-R5) Ground Total Strikes_Landed,Total_R1-R5_Grappling_Submissions_Attempts,Total (R1-R5) Grappling Takedowns Attempts,Total (R1-R5) Grappling Takedowns Landed,Opponent Total (R1-R5) Grappling Takedowns Attempts,Opponent Total (R1-R5) Grappling Takedowns Landed,Total (R1-R5) Grappling Time,Total (R1-R5) Grappling Actions(Grd. Strikes + (Sub & TD Attempts),"Total (R1-R5) Striking, Standing, and Clinch Time",Total Striking Attempts to Grappling Action Attempts Ratio,Total Striking Time to Grappling Action Time Ratio
Sean Soriano,40,2,0,121.0,80.0,100.0,62.0,187.0,43.0,48.0,35.0,0.0,0.0,0.0,9.0,3.0,0.7541666666666667,48.0,39.24583333333333,2.5208333333333335,52.03867403314917
Sean Spencer,70,1,0,1785.0,721.0,1635.0,575.0,980.0,385.0,184.0,173.0,0.0,6.0,3.0,34.0,9.0,3.7333333333333334,190.0,66.26666666666667,9.394736842105264,17.75
Sean Strickland,115,1,1,5389.0,2098.0,5027.0,1802.0,2132.0,913.0,789.0,533.0,19.0,93.0,49.0,120.0,45.0,9.120833333333334,901.0,105.87916666666666,5.981132075471698,11.608497030607582
Seohee Ham,60,0,0,1000.0,474.0,928.0,408.0,352.0,164.0,9.0,8.0,1.0,15.0,0.0,3.0,1.0,0.09166666666666666,25.0,59.90833333333333,40.0,653.5454545454546
Sergio Moraes,105,1,1,2378.0,1213.0,2147.0,993.0,2621.0,1177.0,323.0,280.0,5.0,66.0,18.0,69.0,34.0,15.05625,394.0,89.94375,6.035532994923858,5.97384806973848
Sergio Pettis,170,1,0,9330.0,3675.0,8516.0,2944.0,3490.0,1445.0,1200.0,904.0,16.0,136.0,53.0,131.0,49.0,18.658333333333335,1352.0,151.34166666666667,6.900887573964497,8.111210361768647
Seth Baczynski,25,0,0,740.0,209.0,735.0,205.0,61.0,33.0,5.0,2.0,0.0,18.0,1.0,0.0,0.0,0.07083333333333333,23.0,24.929166666666667,32.17391304347826,351.94117647058823
Shamil Abdurakhimov,75,0,1,1290.0,727.0,1009.0,470.0,2182.0,1091.0,112.0,85.0,2.0,59.0,11.0,37.0,16.0,2.120833333333333,173.0,72.87916666666666,7.456647398843931,34.36345776031435
Shana Dobson,25,0,1,97.0,36.0,95.0,34.0,163.0,85.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.625,1.0,24.375,97.0,39.0
Shane Burgos,60,0,1,1271.0,601.0,1098.0,475.0,1085.0,444.0,129.0,98.0,0.0,4.0,4.0,47.0,17.0,1.0375,133.0,58.9625,9.556390977443609,56.831325301204814
Shane Campbell,50,1,0,895.0,565.0,719.0,412.0,1020.0,465.0,211.0,179.0,0.0,36.0,10.0,21.0,6.0,4.166666666666667,247.0,45.833333333333336,3.623481781376518,11.0
Shane Howell,20,1,0,5.0,2.0,3.0,0.0,101.0,48.0,2.0,2.0,0.0,0.0,0.0,15.0,8.0,0.625,2.0,19.375,2.5,31.0
Shane Young,25,0,1,83.0,20.0,81.0,18.0,464.0,231.0,0.0,0.0,0.0,1.0,1.0,15.0,8.0,0.07083333333333333,1.0,24.929166666666667,83.0,351.94117647058823
Shawn Jordan,50,0,3,687.0,398.0,445.0,203.0,394.0,197.0,338.0,263.0,0.0,24.0,12.0,9.0,4.0,4.208333333333333,362.0,45.791666666666664,1.8977900552486189,10.881188118811881
Shayna Baszler,15,0,0,41.0,19.0,30.0,8.0,247.0,136.0,10.0,10.0,1.0,4.0,1.0,2.0,1.0,0.15833333333333333,15.0,14.841666666666667,2.7333333333333334,93.73684210526316
Sheldon Westcott,30,0,1,144.0,74.0,107.0,43.0,102.0,33.0,11.0,9.0,0.0,19.0,7.0,2.0,2.0,0.30833333333333335,30.0,29.691666666666666,4.8,96.29729729729729
Shelton Graves,15,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Sheymon Moraes,30,1,0,38.0,23.0,31.0,18.0,65.0,45.0,7.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0375,7.0,29.9625,5.428571428571429,799.0
Shinsho Anzai,40,0,1,468.0,318.0,305.0,190.0,707.0,338.0,106.0,79.0,0.0,37.0,8.0,40.0,16.0,1.8645833333333333,143.0,38.135416666666664,3.272727272727273,20.452513966480446
Shunichi Shimizu,15,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Sidney Outlaw,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Sijara Eubanks,15,0,0,0.0,0.0,0.0,0.0,696.0,286.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,0.625,1.0,14.375,0.0,23.0
Sirwan Kakai,30,0,0,179.0,85.0,146.0,52.0,353.0,124.0,25.0,25.0,0.0,10.0,5.0,20.0,8.0,0.9833333333333333,35.0,29.016666666666666,5.114285714285714,29.508474576271187
Siyar Bahadurzada,35,1,2,552.0,384.0,357.0,211.0,530.0,234.0,341.0,274.0,3.0,6.0,6.0,10.0,3.0,4.120833333333334,350.0,30.879166666666666,1.5771428571428572,7.493427704752275
Soa Palelei,40,0,2,264.0,192.0,122.0,61.0,72.0,42.0,126.0,113.0,0.0,18.0,4.0,5.0,3.0,1.3625,144.0,38.6375,1.8333333333333333,28.357798165137616
Song Kenan,15,0,2,15.0,15.0,14.0,14.0,169.0,64.0,13.0,13.0,0.0,0.0,0.0,9.0,3.0,0.0125,13.0,14.9875,1.1538461538461537,1199.0
Song Yadong,15,1,1,30.0,9.0,29.0,8.0,377.0,152.0,3.0,2.0,1.0,0.0,0.0,10.0,4.0,0.625,4.0,14.375,7.5,23.0
Stanislav Nedkov,5,1,0,0.0,0.0,0.0,0.0,90.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,4.375,0.0,7.0
Stefan Sekulic,15,0,0,0.0,0.0,0.0,0.0,155.0,77.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,0.625,1.0,14.375,0.0,23.0
Stefan Struve,95,1,1,1838.0,977.0,1792.0,932.0,2186.0,1221.0,159.0,133.0,3.0,20.0,11.0,47.0,18.0,2.6479166666666667,182.0,92.35208333333334,10.098901098901099,34.87726199842644
Stephen Thompson,145,0,3,4244.0,1958.0,3985.0,1737.0,3873.0,1727.0,406.0,293.0,0.0,21.0,6.0,96.0,42.0,3.975,427.0,141.025,9.93911007025761,35.477987421383645
Steve Bosse,25,0,1,14.0,5.0,14.0,5.0,628.0,288.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.625,1.0,24.375,14.0,39.0
Steve Kennedy,20,1,0,12.0,3.0,12.0,3.0,348.0,187.0,0.0,0.0,0.0,1.0,0.0,14.0,8.0,0.625,1.0,19.375,12.0,31.0
Steve Montgomery,20,0,0,32.0,13.0,28.0,9.0,246.0,88.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.625,1.0,19.375,32.0,31.0
Steven Peterson,45,0,0,754.0,290.0,698.0,237.0,771.0,242.0,41.0,37.0,0.0,34.0,5.0,2.0,2.0,1.3458333333333334,75.0,43.65416666666667,10.053333333333333,32.43653250773994
Steven Siler,20,0,0,22.0,11.0,22.0,11.0,22.0,11.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.625,1.0,19.375,22.0,31.0
Stevie Ray,95,0,2,2531.0,1357.0,2078.0,949.0,3196.0,1338.0,583.0,505.0,20.0,15.0,8.0,88.0,35.0,6.902083333333334,618.0,88.09791666666666,4.0954692556634305,12.76396015695744
Stipe Miocic,120,0,6,6950.0,4150.0,4812.0,2291.0,2960.0,1577.0,2839.0,2343.0,0.0,200.0,61.0,57.0,21.0,28.383333333333333,3039.0,91.61666666666667,2.286936492267193,3.2278332354668238
Sultan Aliev,30,0,0,133.0,102.0,54.0,31.0,807.0,368.0,89.0,80.0,0.0,3.0,2.0,34.0,13.0,1.9395833333333334,92.0,28.060416666666665,1.4456521739130435,14.467239527389902
Syuri Kondo,20,0,0,286.0,137.0,284.0,135.0,355.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.625,1.0,19.375,286.0,31.0
T.J. Dillashaw,25,0,1,601.0,307.0,541.0,257.0,0.0,0.0,85.0,62.0,2.0,8.0,2.0,0.0,0.0,1.3416666666666666,95.0,23.658333333333335,6.326315789473684,17.63354037267081
TJ Dillashaw,130,0,4,10912.0,4879.0,9798.0,3940.0,3258.0,1251.0,1024.0,765.0,14.0,156.0,43.0,47.0,22.0,16.329166666666666,1194.0,113.67083333333333,9.139028475711893,6.961214595560092
TJ Waldburger,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Tae Hyun Bang,65,0,1,815.0,336.0,762.0,284.0,616.0,258.0,98.0,81.0,2.0,10.0,3.0,15.0,6.0,0.625,110.0,64.375,7.409090909090909,103.0
Tai Tuivasa,25,0,2,124.0,83.0,123.0,82.0,928.0,435.0,4.0,4.0,0.0,4.0,0.0,23.0,10.0,0.625,8.0,24.375,15.5,39.0
Takanori Gomi,40,0,0,1388.0,677.0,1298.0,602.0,1388.0,582.0,60.0,45.0,0.0,0.0,0.0,40.0,18.0,2.1666666666666665,60.0,37.833333333333336,23.133333333333333,17.461538461538463
Takenori Sato,10,0,0,0.0,0.0,0.0,0.0,277.0,122.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.625,2.0,9.375,0.0,15.0
Takeya Mizugaki,60,0,0,1457.0,586.0,1170.0,366.0,1217.0,470.0,384.0,254.0,0.0,20.0,0.0,23.0,13.0,8.958333333333334,404.0,51.041666666666664,3.6064356435643563,5.697674418604651
Talita Bernardo,30,0,0,112.0,38.0,88.0,22.0,1199.0,485.0,26.0,17.0,1.0,7.0,3.0,3.0,3.0,1.3875,34.0,28.6125,3.2941176470588234,20.62162162162162
Tamdan McCrory,30,1,0,200.0,162.0,112.0,80.0,532.0,245.0,180.0,150.0,2.0,8.0,4.0,22.0,6.0,3.0208333333333335,190.0,26.979166666666668,1.0526315789473684,8.931034482758621
Tarec Saffiedine,100,0,0,2483.0,1334.0,2194.0,1046.0,2001.0,885.0,265.0,260.0,5.0,26.0,7.0,47.0,24.0,8.16875,296.0,91.83125,8.388513513513514,11.241775057383322
Tateki Matsuda,30,0,0,142.0,70.0,111.0,41.0,142.0,45.0,34.0,32.0,0.0,1.0,0.0,0.0,0.0,0.24791666666666667,35.0,29.752083333333335,4.057142857142857,120.00840336134453
Tatiana Suarez,40,2,1,534.0,406.0,278.0,192.0,1424.0,551.0,448.0,372.0,4.0,22.0,19.0,71.0,27.0,7.825,474.0,32.175,1.1265822784810127,4.111821086261981
Tatsuya Kawajiri,85,1,0,1073.0,816.0,603.0,370.0,1149.0,485.0,597.0,568.0,9.0,145.0,44.0,40.0,12.0,14.166666666666666,751.0,70.83333333333333,1.4287616511318242,5.0
Taylor Lapilus,55,0,1,727.0,417.0,627.0,322.0,354.0,135.0,52.0,44.0,4.0,12.0,6.0,36.0,9.0,0.1,68.0,54.9,10.691176470588236,549.0
Tecia Torres,130,1,0,6212.0,3529.0,4852.0,2387.0,5097.0,2563.0,872.0,673.0,3.0,156.0,30.0,101.0,48.0,15.204166666666667,1031.0,114.79583333333333,6.025218234723569,7.550287750068511
Teemu Packalen,25,1,0,151.0,88.0,133.0,76.0,261.0,104.0,46.0,30.0,3.0,22.0,6.0,14.0,7.0,1.7833333333333334,71.0,23.216666666666665,2.1267605633802815,13.018691588785044
Terrion Ware,60,0,0,1418.0,534.0,1299.0,441.0,520.0,204.0,96.0,72.0,0.0,13.0,2.0,46.0,18.0,0.5916666666666667,109.0,59.40833333333333,13.009174311926605,100.40845070422534
Teruto Ishihara,95,0,2,2584.0,1325.0,2427.0,1192.0,1019.0,402.0,300.0,219.0,0.0,44.0,5.0,53.0,20.0,3.875,344.0,91.125,7.511627906976744,23.516129032258064
Thales Leites,155,2,2,3831.0,1677.0,3539.0,1440.0,4118.0,1865.0,347.0,272.0,28.0,244.0,50.0,99.0,36.0,12.53125,619.0,142.46875,6.189014539579968,11.369077306733168
Thanh Le,10,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,9.375,0.0,15.0
Thiago Alves,90,0,1,2920.0,1373.0,2788.0,1246.0,1166.0,570.0,190.0,151.0,4.0,9.0,3.0,48.0,15.0,1.625,203.0,88.375,14.38423645320197,54.38461538461539
Thiago Perpetuo,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,4.375,0.0,7.0
Thiago Santos,130,0,9,6019.0,3081.0,5422.0,2506.0,2762.0,1239.0,1369.0,917.0,1.0,68.0,19.0,81.0,30.0,14.347916666666666,1438.0,115.65208333333334,4.18567454798331,8.060548860171338
Thiago Tavares,30,2,0,550.0,365.0,288.0,134.0,384.0,184.0,381.0,307.0,4.0,31.0,18.0,28.0,11.0,6.670833333333333,416.0,23.329166666666666,1.3221153846153846,3.4971892567145533
Thibault Gouti,45,2,1,439.0,240.0,329.0,136.0,1511.0,724.0,125.0,112.0,0.0,0.0,0.0,84.0,30.0,0.43333333333333335,125.0,44.56666666666667,3.512,102.84615384615385
Thomas Almeida,75,0,4,2874.0,1456.0,2844.0,1426.0,2333.0,895.0,8.0,8.0,0.0,0.0,0.0,79.0,23.0,0.2791666666666667,8.0,74.72083333333333,359.25,267.65671641791045
Tiago Trator,50,0,0,765.0,361.0,635.0,252.0,748.0,227.0,46.0,26.0,1.0,8.0,1.0,29.0,11.0,1.15,55.0,48.85,13.909090909090908,42.47826086956522
Tim Boetsch,75,3,4,2107.0,1328.0,1448.0,703.0,2803.0,1279.0,488.0,427.0,0.0,57.0,16.0,209.0,79.0,4.654166666666667,545.0,70.34583333333333,3.8660550458715597,15.114592658907789
Tim Elliott,75,2,0,1718.0,1270.0,826.0,439.0,1847.0,923.0,979.0,887.0,8.0,65.0,55.0,86.0,37.0,6.991666666666666,1052.0,68.00833333333334,1.6330798479087452,9.727056019070323
Tim Gorman,30,0,0,106.0,50.0,69.0,15.0,0.0,0.0,23.0,18.0,0.0,10.0,0.0,0.0,0.0,0.625,33.0,29.375,3.212121212121212,47.0
Tim Johnson,85,0,1,2472.0,1375.0,1675.0,694.0,521.0,331.0,422.0,313.0,0.0,66.0,26.0,23.0,9.0,2.35,488.0,82.65,5.065573770491803,35.170212765957444
Tim Kennedy,55,0,0,370.0,184.0,298.0,132.0,1125.0,502.0,104.0,68.0,1.0,28.0,10.0,26.0,12.0,0.625,133.0,54.375,2.781954887218045,87.0
Tim Means,150,3,3,8107.0,4157.0,7200.0,3319.0,3600.0,1629.0,791.0,632.0,20.0,150.0,77.0,216.0,83.0,15.058333333333334,961.0,134.94166666666666,8.436004162330905,8.96126175982291
Tim Williams,20,0,0,18.0,8.0,18.0,8.0,407.0,222.0,0.0,0.0,0.0,0.0,0.0,30.0,13.0,0.625,1.0,19.375,18.0,31.0
Tina Lahdemaki,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Toby Misech,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Todd Duffee,10,0,1,16.0,8.0,16.0,8.0,119.0,79.0,2.0,2.0,0.0,0.0,0.0,10.0,6.0,0.625,2.0,9.375,8.0,15.0
Tom Breese,45,0,3,671.0,414.0,544.0,299.0,2067.0,838.0,176.0,134.0,2.0,11.0,0.0,101.0,32.0,2.8666666666666667,189.0,42.13333333333333,3.5502645502645502,14.69767441860465
Tom Duquesnoy,40,0,1,243.0,148.0,196.0,105.0,645.0,264.0,52.0,45.0,0.0,1.0,1.0,21.0,10.0,13.808333333333334,53.0,26.191666666666666,4.584905660377358,1.896801448400724
Tom Gallicchio,15,0,0,0.0,0.0,0.0,0.0,531.0,224.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,0.625,1.0,14.375,0.0,23.0
Tom Lawlor,25,0,1,55.0,25.0,52.0,22.0,1113.0,520.0,3.0,3.0,0.0,1.0,0.0,51.0,22.0,0.625,4.0,24.375,13.75,39.0
Tom Niinimaki,20,1,0,38.0,25.0,26.0,15.0,85.0,19.0,16.0,14.0,1.0,14.0,4.0,4.0,0.0,0.041666666666666664,31.0,19.958333333333332,1.2258064516129032,479.0
Tom Watson,60,0,0,954.0,367.0,931.0,349.0,357.0,187.0,19.0,16.0,0.0,8.0,0.0,20.0,3.0,0.625,27.0,59.375,35.333333333333336,95.0
Tony Ferguson,120,5,2,5082.0,2741.0,4327.0,2041.0,3423.0,1504.0,996.0,888.0,61.0,48.0,22.0,136.0,58.0,10.835416666666667,1105.0,109.16458333333333,4.599095022624434,10.074793308979041
Tony Martin,130,4,1,3644.0,1756.0,3005.0,1237.0,2644.0,1097.0,395.0,320.0,42.0,194.0,45.0,130.0,48.0,14.458333333333334,631.0,115.54166666666667,5.774960380348653,7.991354466858789
Tony Sims,25,1,1,96.0,70.0,67.0,43.0,405.0,158.0,48.0,45.0,1.0,2.0,0.0,37.0,9.0,0.016666666666666666,51.0,24.983333333333334,1.8823529411764706,1499.0
Tonya Evinger,20,0,0,87.0,34.0,85.0,32.0,227.0,136.0,0.0,0.0,0.0,4.0,1.0,3.0,3.0,0.625,4.0,19.375,21.75,31.0
Tor Troeng,30,0,0,63.0,42.0,45.0,26.0,157.0,75.0,8.0,8.0,0.0,5.0,1.0,10.0,1.0,0.6333333333333333,13.0,29.366666666666667,4.846153846153846,46.36842105263158
Travis Browne,90,0,2,2621.0,1191.0,2374.0,962.0,1413.0,721.0,646.0,516.0,0.0,26.0,14.0,48.0,17.0,5.391666666666667,672.0,84.60833333333333,3.900297619047619,15.69242658423493
Trevin Giles,25,0,2,66.0,54.0,53.0,41.0,32.0,16.0,49.0,42.0,0.0,5.0,5.0,8.0,3.0,1.1479166666666667,54.0,23.852083333333333,1.2222222222222223,20.77858439201452
Trevor Smith,115,0,0,3315.0,2188.0,2278.0,1230.0,1667.0,778.0,1319.0,1163.0,26.0,135.0,40.0,61.0,23.0,30.529166666666665,1480.0,84.47083333333333,2.239864864864865,2.7668895864610348
Tyler Diamond,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Tyron Woodley,135,1,3,2779.0,1354.0,2279.0,887.0,3992.0,1808.0,486.0,446.0,6.0,45.0,29.0,98.0,31.0,6.760416666666667,537.0,128.23958333333334,5.1750465549348235,18.96918335901387
Tyson Pedro,35,3,1,386.0,267.0,264.0,159.0,1172.0,491.0,112.0,106.0,5.0,9.0,8.0,45.0,15.0,2.53125,126.0,32.46875,3.0634920634920637,12.82716049382716
Ulka Sasaki,70,5,0,1154.0,570.0,896.0,351.0,1804.0,771.0,299.0,242.0,19.0,98.0,31.0,136.0,61.0,6.345833333333333,416.0,63.65416666666667,2.7740384615384617,10.03086014445174
Uriah Hall,95,0,4,2781.0,1495.0,2570.0,1284.0,2545.0,1191.0,499.0,386.0,14.0,40.0,22.0,87.0,39.0,4.185416666666667,553.0,90.81458333333333,5.028933092224231,21.69785963165754
Urijah Faber,125,2,0,2261.0,965.0,2056.0,778.0,2205.0,879.0,230.0,195.0,11.0,168.0,38.0,86.0,36.0,7.739583333333333,409.0,117.26041666666667,5.528117359413203,15.150740242261104
Vagner Rocha,10,1,0,0.0,0.0,0.0,0.0,85.0,60.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.625,1.0,9.375,0.0,15.0
Valentina Shevchenko,100,2,0,1748.0,1088.0,1271.0,631.0,1622.0,788.0,319.0,293.0,2.0,75.0,37.0,23.0,13.0,7.370833333333334,396.0,92.62916666666666,4.414141414141414,12.566986998304126
Valerie Letourneau,100,0,0,3360.0,1383.0,3091.0,1165.0,1016.0,503.0,206.0,154.0,8.0,31.0,13.0,8.0,5.0,5.102083333333334,245.0,94.89791666666666,13.714285714285714,18.599836668027763
Valmir Lazaro,45,0,0,726.0,279.0,716.0,269.0,352.0,148.0,4.0,4.0,0.0,20.0,8.0,25.0,6.0,0.3458333333333333,24.0,44.65416666666667,30.25,129.12048192771084
Vaughan Lee,35,0,0,632.0,294.0,626.0,288.0,224.0,120.0,0.0,0.0,0.0,2.0,0.0,14.0,8.0,0.625,2.0,34.375,316.0,55.0
Vernon Ramos,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,4.375,0.0,7.0
Veronica Macedo,30,0,0,54.0,34.0,41.0,23.0,229.0,66.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,0.625,1.0,29.375,54.0,47.0
Vicente Luque,75,3,4,1983.0,1149.0,1549.0,757.0,1764.0,730.0,651.0,506.0,23.0,51.0,30.0,44.0,17.0,13.639583333333333,725.0,61.360416666666666,2.7351724137931033,4.498701695433023
Vik Grujic,40,0,1,322.0,207.0,164.0,49.0,99.0,27.0,127.0,125.0,0.0,11.0,3.0,4.0,0.0,0.5708333333333333,138.0,39.42916666666667,2.3333333333333335,69.07299270072993
Viktor Pesta,60,1,0,1128.0,654.0,581.0,228.0,321.0,167.0,654.0,502.0,0.0,103.0,26.0,19.0,8.0,9.185416666666667,757.0,50.81458333333333,1.4900924702774108,5.532093445225675
Vinc Pichel,60,1,1,1233.0,726.0,925.0,445.0,729.0,283.0,420.0,338.0,4.0,85.0,57.0,33.0,11.0,11.24375,509.0,48.75625,2.4223968565815324,4.336297943301834
Vincent Morales,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,9.375,0.0,15.0
Viscardi Andrade,45,0,0,418.0,216.0,321.0,126.0,652.0,329.0,108.0,82.0,0.0,6.0,2.0,25.0,8.0,1.2083333333333333,114.0,43.791666666666664,3.6666666666666665,36.241379310344826
Vitor Belfort,55,0,1,512.0,249.0,479.0,235.0,2829.0,1283.0,76.0,38.0,0.0,0.0,0.0,75.0,32.0,0.11666666666666667,76.0,54.88333333333333,6.7368421052631575,470.42857142857144
Vitor Miranda,85,0,3,2081.0,1448.0,1245.0,667.0,959.0,471.0,975.0,884.0,0.0,15.0,6.0,24.0,11.0,7.0125,990.0,77.9875,2.102020202020202,11.121212121212121
Viviane Pereira,60,0,0,934.0,397.0,730.0,248.0,1359.0,579.0,163.0,117.0,1.0,3.0,3.0,23.0,10.0,0.9416666666666667,167.0,59.05833333333333,5.592814371257485,62.716814159292035
Volkan Oezdemir,35,0,2,646.0,332.0,579.0,268.0,1774.0,842.0,7.0,5.0,0.0,3.0,0.0,69.0,29.0,0.025,10.0,34.975,64.6,1399.0
Wagner Silva,25,1,0,56.0,20.0,52.0,17.0,17.0,11.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.625,1.0,24.375,56.0,39.0
Walt Harris,70,1,4,1955.0,831.0,1835.0,725.0,1695.0,872.0,295.0,221.0,5.0,5.0,1.0,43.0,9.0,2.3333333333333335,305.0,67.66666666666667,6.409836065573771,29.0
Wang Guan,15,0,0,0.0,0.0,0.0,0.0,939.0,408.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.625,1.0,14.375,0.0,23.0
Warlley Alves,110,3,1,2691.0,1427.0,2305.0,1089.0,1798.0,910.0,456.0,331.0,33.0,72.0,39.0,116.0,48.0,17.654166666666665,561.0,92.34583333333333,4.7967914438502675,5.2308236960113295
Weili Zhang,15,0,0,0.0,0.0,0.0,0.0,576.0,172.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.625,1.0,14.375,0.0,23.0
Wendell Oliveira,15,0,0,24.0,8.0,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,24.0,23.0
Will Brooks,45,1,0,653.0,414.0,489.0,276.0,1777.0,854.0,80.0,71.0,0.0,34.0,11.0,116.0,44.0,1.7625,114.0,43.2375,5.728070175438597,24.53191489361702
Will Campuzano,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Will Chope,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,9.375,0.0,15.0
William Patolino,20,0,0,78.0,25.0,77.0,24.0,435.0,169.0,9.0,3.0,0.0,1.0,0.0,24.0,10.0,0.625,10.0,19.375,7.8,31.0
Willie Gates,45,2,1,359.0,153.0,323.0,117.0,710.0,267.0,39.0,37.0,3.0,0.0,0.0,45.0,11.0,0.44166666666666665,42.0,44.55833333333333,8.547619047619047,100.88679245283018
Wilson Reis,125,3,0,4545.0,2240.0,2996.0,1037.0,2777.0,1296.0,1460.0,1059.0,25.0,418.0,181.0,188.0,70.0,34.21666666666667,1903.0,90.78333333333333,2.3883342091434576,2.653190452995616
Wu Yanan,15,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Wuliji Buren,25,0,0,81.0,37.0,60.0,17.0,858.0,370.0,17.0,17.0,0.0,11.0,4.0,14.0,4.0,0.5333333333333333,28.0,24.466666666666665,2.892857142857143,45.875
Yair Rodriguez,100,0,2,2792.0,1420.0,2360.0,1062.0,2473.0,1002.0,649.0,489.0,40.0,87.0,33.0,100.0,44.0,9.202083333333333,776.0,90.79791666666667,3.597938144329897,9.867104369481549
Yan Cabral,55,1,0,332.0,221.0,227.0,122.0,423.0,153.0,160.0,144.0,8.0,43.0,10.0,32.0,9.0,4.745833333333334,211.0,50.25416666666666,1.5734597156398105,10.589113257243195
Yan Xiaonan,30,0,0,222.0,106.0,211.0,96.0,924.0,386.0,6.0,3.0,0.0,0.0,0.0,14.0,10.0,0.625,6.0,29.375,37.0,47.0
Yana Kunitskaya,20,0,0,24.0,17.0,11.0,5.0,839.0,477.0,3.0,2.0,0.0,4.0,1.0,12.0,4.0,0.14583333333333334,7.0,19.854166666666668,3.4285714285714284,136.14285714285714
Yancy Medeiros,95,4,2,3873.0,1488.0,3725.0,1347.0,4188.0,1868.0,187.0,149.0,26.0,10.0,1.0,123.0,40.0,1.9354166666666666,223.0,93.06458333333333,17.367713004484305,48.08503767491927
Yao Zhikui,50,0,0,686.0,346.0,423.0,100.0,118.0,31.0,286.0,244.0,0.0,12.0,2.0,16.0,8.0,2.8625,298.0,47.1375,2.302013422818792,16.467248908296945
Yaotzin Meza,75,0,0,971.0,565.0,569.0,229.0,493.0,169.0,370.0,315.0,7.0,43.0,12.0,16.0,7.0,2.2875,420.0,72.7125,2.3119047619047617,31.78688524590164
Yoel Romero,155,0,5,3479.0,2248.0,2712.0,1520.0,3300.0,1541.0,1121.0,936.0,0.0,199.0,86.0,78.0,35.0,11.052083333333334,1320.0,143.94791666666666,2.6356060606060607,13.024505183788877
