Name,estimated_minutes,submission_wins,ko_tko_wins,Total (R1-R5) Strikes Attempts,Total (R1-R5) Strikes Landed,Total (R1-R5) Significant Strikes Attempts,Total (R1-R5) Significant Strikes Landed,Opponent Total (R1-R5) Significant Strikes Attempts,Opponent Total (R1-R5) Significant Strikes Landed,Total (R1-R5) Ground Total Strikes_Attempts,Total (R1-R5) Ground Total Strikes_Landed,Total_R1-R5_Grappling_Submissions_Attempts,Total (R1-R5) Grappling Takedowns Attempts,Total (R1-R5) Grappling Takedowns Landed,Opponent Total (R1-R5) Grappling Takedowns Attempts,Opponent Total (R1-R5) Grappling Takedowns Landed,Total (R1-R5) Grappling Time,Total (R1-R5) Grappling Actions(Grd. Strikes + (Sub & TD Attempts),"Total (R1-R5) Striking, Standing, and Clinch Time",Total Striking Attempts to Grappling Action Attempts Ratio,Total Striking Time to Grappling Action Time Ratio
Daniel Teymur,30,1,0,139.0,78.0,129.0,69.0,323.0,135.0,17.0,14.0,0.0,2.0,0.0,0.0,0.0,0.4375,19.0,29.5625,7.315789473684211,67.57142857142857
Danielle Taylor,75,0,0,1421.0,419.0,1382.0,385.0,1413.0,543.0,15.0,14.0,0.0,11.0,4.0,35.0,5.0,0.625,26.0,74.375,54.65384615384615,119.0
Danny Castillo,65,0,1,658.0,255.0,606.0,210.0,439.0,233.0,84.0,52.0,7.0,42.0,6.0,37.0,10.0,6.420833333333333,133.0,58.579166666666666,4.947368421052632,9.123296560674886
Danny Henry,20,1,0,243.0,153.0,174.0,93.0,0.0,0.0,115.0,96.0,2.0,3.0,1.0,0.0,0.0,1.15,120.0,18.85,2.025,16.39130434782609
Danny Martinez,60,0,0,806.0,257.0,800.0,252.0,216.0,107.0,13.0,6.0,0.0,46.0,15.0,17.0,6.0,1.2541666666666667,59.0,58.74583333333333,13.661016949152541,46.840531561461795
Danny Mitchell,30,0,0,102.0,70.0,34.0,18.0,79.0,31.0,80.0,57.0,5.0,1.0,0.0,0.0,0.0,1.4666666666666666,86.0,28.533333333333335,1.186046511627907,19.454545454545457
Danny Roberts,70,1,2,1908.0,795.0,1843.0,738.0,867.0,440.0,90.0,79.0,6.0,19.0,0.0,32.0,21.0,1.6416666666666666,115.0,68.35833333333333,16.591304347826085,41.63959390862944
Darko Stosic,5,0,1,0.0,0.0,0.0,0.0,48.0,26.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.625,1.0,4.375,0.0,7.0
Daron Cruickshank,85,1,2,2242.0,955.0,2107.0,838.0,1264.0,553.0,367.0,284.0,12.0,89.0,47.0,28.0,7.0,4.841666666666667,468.0,80.15833333333333,4.7905982905982905,16.555938037865747
Darrell Horcher,40,0,0,182.0,92.0,130.0,49.0,852.0,389.0,66.0,52.0,2.0,0.0,0.0,31.0,17.0,1.4666666666666666,68.0,38.53333333333333,2.676470588235294,26.272727272727273
Darrell Montague,20,0,0,114.0,35.0,105.0,26.0,75.0,22.0,6.0,5.0,2.0,2.0,1.0,0.0,0.0,0.15,10.0,19.85,11.4,132.33333333333334
Darren Elkins,145,1,1,8650.0,4766.0,5466.0,1958.0,2971.0,1280.0,2715.0,2311.0,63.0,407.0,119.0,144.0,61.0,34.516666666666666,3185.0,110.48333333333333,2.71585557299843,3.2008691453404152
Darren Stewart,55,1,2,815.0,451.0,608.0,277.0,779.0,433.0,92.0,66.0,0.0,45.0,17.0,96.0,18.0,1.5833333333333333,137.0,53.416666666666664,5.9489051094890515,33.73684210526316
Darren Till,95,1,2,1483.0,771.0,1459.0,752.0,3642.0,1556.0,256.0,198.0,0.0,42.0,11.0,72.0,23.0,6.041666666666667,298.0,88.95833333333333,4.976510067114094,14.72413793103448
Dashon Johnson,20,2,0,28.0,24.0,15.0,11.0,23.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.09583333333333334,7.0,19.904166666666665,4.0,207.695652173913
Dave Galera,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Davey Grant,35,0,0,401.0,268.0,302.0,180.0,158.0,78.0,151.0,125.0,0.0,12.0,4.0,10.0,5.0,4.104166666666667,163.0,30.895833333333332,2.460122699386503,7.527918781725887
Davi Ramos,35,2,0,380.0,135.0,368.0,125.0,1025.0,461.0,17.0,11.0,1.0,11.0,5.0,27.0,8.0,0.8645833333333334,29.0,34.135416666666664,13.10344827586207,39.48192771084337
David Branch,30,0,1,444.0,237.0,300.0,103.0,1412.0,710.0,63.0,59.0,0.0,16.0,5.0,23.0,9.0,1.0875,79.0,28.9125,5.620253164556962,26.586206896551726
David Michaud,45,1,0,508.0,261.0,382.0,159.0,236.0,120.0,161.0,124.0,4.0,20.0,10.0,14.0,4.0,1.5666666666666667,185.0,43.43333333333333,2.745945945945946,27.723404255319146
David Teymur,65,0,2,1001.0,503.0,952.0,462.0,798.0,390.0,66.0,54.0,0.0,24.0,9.0,53.0,19.0,0.7208333333333333,90.0,64.27916666666667,11.122222222222222,89.17341040462428
David Zawada,15,0,0,0.0,0.0,0.0,0.0,449.0,176.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.625,1.0,14.375,0.0,23.0
DeAnna Bennett,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Deiveson Figueiredo,45,0,3,273.0,151.0,236.0,120.0,1066.0,450.0,107.0,71.0,23.0,19.0,10.0,34.0,11.0,5.795833333333333,149.0,39.204166666666666,1.832214765100671,6.764198418404026
Demetrious Johnson,180,4,1,6134.0,4190.0,4361.0,2537.0,3016.0,1343.0,1276.0,1144.0,33.0,269.0,136.0,203.0,92.0,34.77291666666667,1578.0,145.22708333333333,3.887198986058302,4.176442394104607
Demian Maia,180,3,0,6676.0,4508.0,3423.0,1699.0,5019.0,2405.0,4512.0,3768.0,43.0,566.0,135.0,226.0,116.0,84.47916666666667,5121.0,95.52083333333333,1.30365163054091,1.130702836004932
Dennis Bermudez,125,2,1,5609.0,3197.0,4146.0,1935.0,3204.0,1329.0,1576.0,1169.0,22.0,331.0,119.0,196.0,65.0,24.714583333333334,1929.0,100.28541666666666,2.9077242094349405,4.05774256090365
Dennis Siver,55,0,0,860.0,483.0,526.0,185.0,253.0,95.0,304.0,270.0,4.0,15.0,9.0,18.0,5.0,5.779166666666667,323.0,49.22083333333333,2.6625386996904026,8.516943042537852
Derek Brunson,85,0,6,4024.0,2612.0,2479.0,1205.0,3252.0,1480.0,1533.0,1266.0,9.0,222.0,72.0,75.0,29.0,29.441666666666666,1764.0,55.55833333333334,2.2811791383219955,1.8870648174356073
Derrick Lewis,170,0,10,4838.0,2793.0,4445.0,2447.0,3553.0,1579.0,2335.0,1642.0,0.0,127.0,42.0,105.0,33.0,29.0625,2462.0,140.9375,1.9650690495532088,4.849462365591398
Desmond Green,75,0,0,1246.0,600.0,1142.0,512.0,2036.0,873.0,75.0,65.0,0.0,26.0,13.0,163.0,76.0,1.175,101.0,73.825,12.336633663366337,62.829787234042556
Devin Clark,60,1,0,1150.0,814.0,642.0,348.0,1030.0,471.0,367.0,328.0,4.0,38.0,15.0,22.0,9.0,5.35,409.0,54.65,2.8117359413202934,10.214953271028039
Devin Powell,35,0,1,341.0,185.0,239.0,87.0,69.0,24.0,55.0,50.0,2.0,3.0,0.0,0.0,0.0,0.36666666666666664,60.0,34.63333333333333,5.683333333333334,94.45454545454545
Dhiego Lima,55,0,0,940.0,528.0,706.0,342.0,647.0,262.0,580.0,376.0,16.0,35.0,24.0,25.0,9.0,7.291666666666667,631.0,47.708333333333336,1.4896988906497624,6.542857142857143
Diego Brandao,30,0,2,166.0,94.0,131.0,65.0,345.0,156.0,50.0,30.0,3.0,12.0,4.0,12.0,5.0,1.0583333333333333,65.0,28.941666666666666,2.5538461538461537,27.346456692913385
Diego Ferreira,50,0,2,974.0,409.0,849.0,303.0,963.0,475.0,157.0,139.0,13.0,17.0,5.0,65.0,27.0,1.0,187.0,49.0,5.208556149732621,49.0
Diego Rivas,55,0,1,333.0,181.0,214.0,82.0,630.0,294.0,157.0,122.0,2.0,12.0,9.0,40.0,20.0,4.752083333333333,171.0,50.24791666666667,1.9473684210526316,10.57387110916265
Diego Sanchez,105,0,0,3489.0,1354.0,3156.0,1033.0,2230.0,949.0,389.0,365.0,16.0,70.0,16.0,73.0,20.0,6.6625,475.0,98.3375,7.3452631578947365,14.759849906191372
Dileno Lopes,30,0,0,146.0,73.0,109.0,46.0,139.0,47.0,38.0,25.0,3.0,4.0,3.0,6.0,1.0,0.45416666666666666,45.0,29.545833333333334,3.2444444444444445,65.05504587155964
Dmitrii Smoliakov,15,1,0,95.0,66.0,34.0,14.0,49.0,18.0,22.0,17.0,0.0,1.0,0.0,9.0,1.0,0.625,23.0,14.375,4.130434782608695,23.0
Dmitry Sosnovskiy,10,1,0,0.0,0.0,0.0,0.0,193.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.625,1.0,9.375,0.0,15.0
Dom Pilarte,10,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,9.375,0.0,15.0
Dominic Waters,35,0,0,144.0,64.0,106.0,26.0,725.0,300.0,42.0,42.0,0.0,10.0,10.0,36.0,5.0,2.033333333333333,52.0,32.96666666666667,2.769230769230769,16.213114754098363
Dominick Cruz,80,0,1,1004.0,421.0,970.0,389.0,2129.0,887.0,103.0,81.0,0.0,35.0,17.0,61.0,15.0,1.15625,138.0,78.84375,7.27536231884058,68.1891891891892
Dominick Reyes,30,1,2,185.0,114.0,156.0,91.0,1540.0,691.0,88.0,62.0,2.0,3.0,2.0,27.0,10.0,0.9375,93.0,29.0625,1.989247311827957,31.0
Dominique Steele,65,0,1,634.0,417.0,406.0,207.0,371.0,145.0,251.0,207.0,0.0,41.0,24.0,20.0,5.0,2.3208333333333333,292.0,62.67916666666667,2.171232876712329,27.00718132854578
Don'Tale Mayes,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Donald Cerrone,185,2,7,12001.0,6121.0,11203.0,5450.0,6883.0,3248.0,1078.0,840.0,75.0,280.0,72.0,178.0,74.0,33.514583333333334,1433.0,151.48541666666665,8.374738311235172,4.519985081121402
Donavon Frelow,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Dong Hyun Kim,135,1,3,2597.0,1651.0,1519.0,661.0,2150.0,923.0,942.0,794.0,3.0,80.0,27.0,103.0,52.0,6.3125,1025.0,128.6875,2.533658536585366,20.386138613861387
Dongi Yang,10,0,1,0.0,0.0,0.0,0.0,246.0,82.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.625,1.0,9.375,0.0,15.0
Dooho Choi,40,0,3,330.0,193.0,312.0,179.0,2543.0,1025.0,67.0,52.0,0.0,5.0,1.0,53.0,17.0,0.020833333333333332,72.0,39.979166666666664,4.583333333333333,1919.0
Douglas Silva de Andrade,70,1,1,1213.0,419.0,1190.0,397.0,1145.0,497.0,34.0,31.0,0.0,7.0,4.0,27.0,10.0,0.9458333333333333,41.0,69.05416666666666,29.585365853658537,73.00881057268722
Drakkar Klose,60,0,0,879.0,565.0,588.0,321.0,987.0,447.0,102.0,77.0,0.0,27.0,14.0,31.0,15.0,2.04375,129.0,57.95625,6.813953488372093,28.35779816513761
Drew Dober,100,4,2,3692.0,1818.0,2958.0,1142.0,2442.0,1131.0,579.0,504.0,8.0,118.0,25.0,106.0,39.0,10.254166666666666,705.0,89.74583333333334,5.2368794326241135,8.752133279154815
Dustin Kimura,35,1,0,63.0,21.0,49.0,9.0,0.0,0.0,15.0,11.0,2.0,8.0,3.0,0.0,0.0,0.625,25.0,34.375,2.52,55.0
Dustin Ortiz,155,0,3,9600.0,5915.0,6029.0,2707.0,1932.0,868.0,4181.0,3617.0,7.0,500.0,145.0,157.0,61.0,57.2,4688.0,97.8,2.04778156996587,1.7097902097902096
Dustin Poirier,120,0,7,5596.0,3063.0,5169.0,2664.0,4721.0,1965.0,808.0,608.0,25.0,105.0,58.0,122.0,37.0,10.0125,938.0,109.9875,5.9658848614072495,10.985018726591761
Dylan Andrews,15,0,0,15.0,12.0,7.0,4.0,243.0,123.0,8.0,8.0,0.0,3.0,2.0,0.0,0.0,0.18125,11.0,14.81875,1.3636363636363635,81.75862068965517
Ed Herman,55,0,1,727.0,460.0,579.0,324.0,711.0,358.0,104.0,88.0,0.0,17.0,5.0,39.0,13.0,1.1541666666666666,121.0,53.84583333333333,6.008264462809917,46.65342960288809
Eddie Alvarez,95,0,2,3310.0,1558.0,2845.0,1182.0,3661.0,1847.0,255.0,203.0,0.0,207.0,55.0,68.0,37.0,4.897916666666666,462.0,90.10208333333334,7.1645021645021645,18.396001701403662
Eddie Gordon,45,1,1,446.0,258.0,296.0,119.0,104.0,32.0,218.0,187.0,0.0,7.0,7.0,8.0,6.0,3.910416666666667,225.0,41.08958333333333,1.9822222222222223,10.507725093233882
Eddie Wineland,80,0,3,2495.0,805.0,2417.0,727.0,2191.0,896.0,380.0,241.0,0.0,13.0,0.0,57.0,14.0,2.0,393.0,78.0,6.348600508905853,39.0
Edgar Garcia,10,0,0,22.0,15.0,18.0,12.0,76.0,30.0,13.0,11.0,0.0,2.0,2.0,15.0,5.0,0.3,15.0,9.7,1.4666666666666666,32.333333333333336
Edson Barboza,145,1,2,5039.0,2196.0,4982.0,2153.0,3544.0,1572.0,120.0,86.0,0.0,38.0,13.0,143.0,54.0,2.7666666666666666,158.0,142.23333333333332,31.89240506329114,51.40963855421686
Efrain Escudero,65,1,0,1410.0,948.0,856.0,480.0,1078.0,433.0,613.0,506.0,2.0,13.0,8.0,69.0,25.0,6.320833333333334,628.0,58.67916666666667,2.245222929936306,9.28345418589321
Elias Garcia,10,1,0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,9.375,0.0,15.0
Elias Silverio,60,1,0,1060.0,595.0,861.0,429.0,353.0,162.0,288.0,228.0,2.0,14.0,14.0,5.0,2.0,7.40625,304.0,52.59375,3.486842105263158,7.10126582278481
Elias Theodorou,125,0,2,5390.0,2856.0,4040.0,1707.0,2599.0,1150.0,1266.0,1017.0,0.0,204.0,71.0,102.0,42.0,10.1375,1470.0,114.8625,3.6666666666666665,11.330456226880395
Elias Urbina,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,9.375,0.0,15.0
Elizabeth Phillips,60,0,0,1122.0,392.0,1019.0,300.0,712.0,321.0,155.0,121.0,1.0,13.0,2.0,22.0,8.0,4.25,169.0,55.75,6.6390532544378695,13.117647058823529
Elizeu Zaleski dos Santos,90,0,3,3189.0,1394.0,3063.0,1270.0,2013.0,735.0,181.0,138.0,13.0,63.0,7.0,39.0,20.0,3.6625,257.0,86.3375,12.408560311284047,23.573378839590443
Elvis Mutapcic,40,0,0,474.0,249.0,361.0,140.0,482.0,244.0,113.0,98.0,0.0,0.0,0.0,32.0,6.0,0.1125,113.0,39.8875,4.1946902654867255,354.5555555555556
Emil Meek,45,0,0,511.0,278.0,333.0,130.0,829.0,440.0,231.0,187.0,4.0,4.0,2.0,66.0,40.0,3.7416666666666667,239.0,41.25833333333333,2.1380753138075312,11.026726057906458
Emily Peters Kagan,25,1,0,113.0,60.0,91.0,41.0,239.0,109.0,0.0,0.0,0.0,12.0,2.0,9.0,7.0,0.625,12.0,24.375,9.416666666666666,39.0
Emily Whitmire,20,1,0,20.0,13.0,15.0,9.0,277.0,153.0,5.0,4.0,0.0,0.0,0.0,11.0,3.0,0.03333333333333333,5.0,19.966666666666665,4.0,599.0
Enrique Barzola,90,0,0,3037.0,1737.0,1814.0,773.0,1420.0,527.0,1466.0,1083.0,2.0,157.0,73.0,11.0,5.0,23.2625,1625.0,66.7375,1.868923076923077,2.8688876947877486
Enrique Marin,30,0,0,102.0,33.0,94.0,27.0,85.0,47.0,8.0,6.0,0.0,3.0,1.0,8.0,4.0,0.475,11.0,29.525,9.272727272727273,62.1578947368421
Eric Shelton,60,0,0,792.0,446.0,569.0,244.0,219.0,103.0,337.0,297.0,2.0,47.0,19.0,5.0,3.0,3.3541666666666665,386.0,56.645833333333336,2.051813471502591,16.888198757763977
Eric Spicely,45,3,0,290.0,220.0,169.0,109.0,1453.0,675.0,163.0,144.0,8.0,46.0,10.0,89.0,37.0,2.4791666666666665,217.0,42.520833333333336,1.336405529953917,17.151260504201684
Erick Montano,35,0,0,339.0,178.0,273.0,119.0,162.0,71.0,49.0,41.0,0.0,14.0,6.0,5.0,1.0,1.25625,63.0,33.74375,5.380952380952381,26.860696517412933
Erick Silva,95,3,1,1533.0,879.0,1314.0,689.0,2426.0,1054.0,464.0,392.0,22.0,52.0,18.0,82.0,40.0,11.433333333333334,538.0,83.56666666666666,2.849442379182156,7.309037900874635
Ericka Almeida,30,0,0,58.0,32.0,37.0,13.0,238.0,112.0,20.0,17.0,0.0,2.0,0.0,27.0,5.0,0.17916666666666667,22.0,29.820833333333333,2.6363636363636362,166.44186046511626
Erik Koch,50,1,1,315.0,155.0,290.0,135.0,1447.0,657.0,105.0,80.0,2.0,8.0,4.0,56.0,16.0,2.0,115.0,48.0,2.739130434782609,24.0
Erik Perez,55,0,0,768.0,428.0,466.0,146.0,748.0,332.0,318.0,294.0,0.0,16.0,7.0,20.0,11.0,4.916666666666667,334.0,50.083333333333336,2.2994011976047903,10.186440677966102
Ernest Chavez,35,1,0,412.0,249.0,263.0,110.0,228.0,116.0,74.0,70.0,0.0,8.0,4.0,10.0,7.0,0.9458333333333333,82.0,34.05416666666667,5.024390243902439,36.00440528634361
Eryk Anders,75,0,2,886.0,530.0,760.0,425.0,1874.0,867.0,303.0,219.0,1.0,52.0,22.0,70.0,22.0,5.36875,356.0,69.63125,2.4887640449438204,12.969732246798602
Estevan Payan,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,4.375,0.0,7.0
Evan Dunham,95,0,0,5458.0,2725.0,4738.0,2128.0,3542.0,1577.0,505.0,416.0,11.0,137.0,46.0,139.0,47.0,13.797916666666667,653.0,81.20208333333333,8.358346094946402,5.885097387890684
Everett Sims,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Fabio Maldonado,60,0,1,1348.0,848.0,1118.0,657.0,819.0,371.0,246.0,192.0,0.0,1.0,1.0,32.0,15.0,1.025,247.0,58.975,5.4574898785425106,57.53658536585367
Fabricio Camoes,5,0,0,0.0,0.0,0.0,0.0,114.0,52.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.625,1.0,4.375,0.0,7.0
Fabricio Werdum,135,2,1,5362.0,3373.0,4480.0,2559.0,2603.0,1359.0,964.0,870.0,11.0,128.0,28.0,53.0,20.0,11.2625,1103.0,123.7375,4.86128739800544,10.986681465038846
Felice Herrig,105,2,0,3328.0,1593.0,2533.0,908.0,3111.0,1332.0,882.0,731.0,35.0,76.0,28.0,48.0,29.0,16.820833333333333,993.0,88.17916666666667,3.351460221550856,5.2422591032945265
Felipe Arantes,85,2,0,1381.0,672.0,1218.0,515.0,1260.0,489.0,341.0,250.0,22.0,48.0,21.0,58.0,25.0,6.620833333333334,411.0,78.37916666666666,3.3600973236009732,11.838263058527374
Felipe Olivieri,15,1,0,0.0,0.0,0.0,0.0,161.0,67.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.625,1.0,14.375,0.0,23.0
Felipe Silva,25,1,1,61.0,26.0,57.0,22.0,698.0,349.0,16.0,6.0,0.0,0.0,0.0,29.0,12.0,0.025,16.0,24.975,3.8125,999.0
Fernando Bruno,30,1,0,64.0,39.0,45.0,22.0,102.0,36.0,10.0,8.0,0.0,10.0,3.0,21.0,4.0,0.3875,20.0,29.6125,3.2,76.41935483870968
Filip Pejic,5,0,0,0.0,0.0,0.0,0.0,23.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.625,1.0,4.375,0.0,7.0
Francimar Barroso,105,1,0,2627.0,1672.0,1846.0,981.0,1251.0,586.0,597.0,473.0,0.0,256.0,50.0,21.0,6.0,8.6875,853.0,96.3125,3.0797186400937866,11.086330935251798
Francis Carmont,40,0,0,314.0,129.0,228.0,67.0,24.0,17.0,84.0,60.0,1.0,6.0,1.0,0.0,0.0,0.11666666666666667,91.0,39.88333333333333,3.4505494505494507,341.85714285714283
Francis Ngannou,80,1,5,1321.0,684.0,1103.0,492.0,2454.0,1397.0,181.0,96.0,5.0,1.0,0.0,71.0,25.0,0.26666666666666666,187.0,79.73333333333333,7.064171122994653,299.0
Francisco Rivera,65,1,1,1108.0,481.0,1008.0,381.0,1443.0,508.0,74.0,66.0,5.0,24.0,17.0,51.0,16.0,0.2791666666666667,103.0,64.72083333333333,10.757281553398059,231.83582089552237
Francisco Trevino,35,0,0,356.0,175.0,306.0,128.0,184.0,72.0,44.0,37.0,0.0,16.0,4.0,6.0,4.0,0.4875,60.0,34.5125,5.933333333333334,70.7948717948718
Francisco Trinaldo,175,0,3,9200.0,4639.0,7867.0,3407.0,6119.0,2536.0,1897.0,1501.0,15.0,153.0,64.0,163.0,60.0,31.6,2065.0,143.4,4.455205811138015,4.537974683544304
Frank Camacho,55,0,0,1418.0,740.0,1181.0,519.0,1322.0,529.0,49.0,40.0,0.0,16.0,8.0,41.0,12.0,0.975,65.0,54.025,21.815384615384616,55.41025641025641
Frank Mir,45,0,2,315.0,136.0,272.0,98.0,443.0,177.0,52.0,41.0,4.0,17.0,5.0,2.0,1.0,1.1083333333333334,73.0,43.891666666666666,4.315068493150685,39.60150375939849
Frankie Edgar,140,1,3,8127.0,4374.0,5985.0,2541.0,4586.0,2057.0,3638.0,2923.0,20.0,291.0,120.0,97.0,27.0,31.566666666666666,3949.0,108.43333333333334,2.05798936439605,3.4350580781414997
Frankie Perez,50,0,1,239.0,132.0,198.0,92.0,519.0,203.0,66.0,59.0,3.0,15.0,4.0,22.0,12.0,1.0291666666666666,84.0,48.97083333333333,2.8452380952380953,47.582995951417004
Frankie Saenz,110,0,0,3429.0,1816.0,2730.0,1201.0,1277.0,478.0,842.0,641.0,5.0,89.0,26.0,40.0,14.0,16.345833333333335,936.0,93.65416666666667,3.6634615384615383,5.7295437165434615
Fredy Serrano,50,0,2,432.0,141.0,364.0,88.0,284.0,70.0,66.0,51.0,0.0,42.0,13.0,8.0,2.0,0.8520833333333333,108.0,49.14791666666667,4.0,57.679706601467
Gabriel Benitez,70,2,1,1790.0,931.0,1551.0,708.0,2035.0,794.0,356.0,271.0,8.0,12.0,12.0,103.0,42.0,10.302083333333334,376.0,59.697916666666664,4.76063829787234,5.7947421638018195
Gabriel Gonzaga,55,0,0,589.0,271.0,503.0,192.0,351.0,191.0,139.0,107.0,2.0,45.0,10.0,9.0,3.0,3.65,186.0,51.35,3.1666666666666665,14.068493150684933
Gadzhimurad Antigulov,15,2,0,20.0,7.0,12.0,2.0,859.0,323.0,9.0,6.0,3.0,3.0,3.0,10.0,6.0,0.225,15.0,14.775,1.3333333333333333,65.66666666666667
Galore Bofando,10,0,1,25.0,10.0,25.0,10.0,888.0,371.0,4.0,2.0,0.0,1.0,1.0,9.0,5.0,0.625,5.0,9.375,5.0,15.0
Garett Whiteley,30,0,0,86.0,56.0,72.0,44.0,121.0,41.0,28.0,20.0,2.0,0.0,0.0,8.0,3.0,0.2833333333333333,30.0,29.716666666666665,2.8666666666666667,104.88235294117646
Garreth McLellan,60,0,1,1099.0,805.0,688.0,424.0,217.0,107.0,690.0,590.0,11.0,39.0,8.0,14.0,8.0,0.5145833333333333,740.0,59.485416666666666,1.4851351351351352,115.59919028340082
Gasan Umalatov,60,0,0,526.0,260.0,449.0,188.0,109.0,35.0,32.0,30.0,0.0,39.0,8.0,7.0,4.0,1.9895833333333333,71.0,58.010416666666664,7.408450704225352,29.157068062827225
Gavin Tucker,30,0,0,168.0,60.0,163.0,55.0,642.0,246.0,0.0,0.0,0.0,1.0,1.0,28.0,7.0,0.625,1.0,29.375,168.0,47.0
Geane Herrera,55,0,1,391.0,196.0,300.0,114.0,776.0,269.0,120.0,108.0,2.0,4.0,3.0,47.0,21.0,0.3958333333333333,126.0,54.604166666666664,3.1031746031746033,137.94736842105263
Gegard Mousasi,120,2,5,5351.0,3023.0,3647.0,1750.0,1821.0,837.0,2205.0,1605.0,23.0,75.0,48.0,58.0,21.0,33.34791666666667,2303.0,86.65208333333334,2.3234910985670862,2.598425688761167
Geoff Neal,20,1,2,80.0,47.0,73.0,40.0,859.0,353.0,18.0,12.0,1.0,0.0,0.0,12.0,5.0,0.041666666666666664,19.0,19.958333333333332,4.2105263157894735,479.0
George Roop,35,0,0,307.0,158.0,255.0,116.0,196.0,51.0,140.0,106.0,0.0,4.0,4.0,5.0,0.0,0.625,144.0,34.375,2.1319444444444446,55.0
George Sullivan,75,2,1,3138.0,1602.0,2426.0,948.0,966.0,392.0,784.0,692.0,9.0,126.0,24.0,40.0,12.0,10.054166666666667,919.0,64.94583333333333,3.4145810663764964,6.459593866556153
Georges St-Pierre,15,1,0,0.0,0.0,0.0,0.0,1676.0,593.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.625,1.0,14.375,0.0,23.0
Gerald Meerschaert,40,3,1,336.0,162.0,297.0,131.0,797.0,376.0,47.0,42.0,7.0,24.0,6.0,21.0,7.0,0.6958333333333333,78.0,39.30416666666667,4.3076923076923075,56.485029940119766
Germaine de Randamie,40,0,2,206.0,85.0,197.0,76.0,807.0,266.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.025,1.0,39.975,206.0,1599.0
Gian Villante,145,0,3,6783.0,3292.0,6218.0,2796.0,2461.0,1244.0,415.0,319.0,0.0,144.0,37.0,164.0,64.0,9.458333333333334,559.0,135.54166666666666,12.134168157423971,14.330396475770923
Gilbert Burns,95,3,2,3042.0,1490.0,2593.0,1092.0,1764.0,777.0,383.0,316.0,30.0,142.0,58.0,81.0,27.0,15.033333333333333,555.0,79.96666666666667,5.481081081081081,5.319290465631929
Gilbert Melendez,55,1,0,866.0,405.0,621.0,194.0,1936.0,755.0,51.0,45.0,0.0,31.0,3.0,32.0,3.0,0.5875,82.0,54.4125,10.560975609756097,92.61702127659575
Gillian Robertson,20,3,0,76.0,34.0,62.0,21.0,0.0,0.0,30.0,25.0,3.0,6.0,4.0,0.0,0.0,1.0104166666666667,39.0,18.989583333333332,1.9487179487179487,18.793814432989688
Gina Mazany,35,1,0,259.0,202.0,69.0,38.0,539.0,258.0,127.0,106.0,0.0,7.0,5.0,28.0,11.0,0.9520833333333333,134.0,34.047916666666666,1.9328358208955223,35.76148796498906
Glaico Franca,30,0,0,273.0,163.0,184.0,79.0,387.0,127.0,86.0,78.0,8.0,28.0,14.0,2.0,0.0,3.122916666666667,122.0,26.87708333333333,2.237704918032787,8.606404269513007
Glaico Franca Moreira,15,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Gleison Tibau,75,1,0,1891.0,899.0,1510.0,580.0,1215.0,501.0,342.0,284.0,2.0,124.0,61.0,70.0,29.0,6.8625,468.0,68.1375,4.0405982905982905,9.928961748633881
