Name,estimated_minutes,Total (R1-R5) Significant Strikes Attempts,Total (R1-R5) Significant Strikes Landed,Opponent Total (R1-R5) Significant Strikes Attempts,Opponent Total (R1-R5) Significant Strikes Landed,Total_R1-R5_Grappling_Submissions_Attempts,Total (R1-R5) Grappling Takedowns Attempts,Total (R1-R5) Grappling Takedowns Landed,Opponent Total (R1-R5) Grappling Takedowns Attempts,Opponent Total (R1-R5) Grappling Takedowns Landed,Significant Strikes Landed per Minute,Str. Acc. - Significant Striking Accuracy,Significant Strikes Absorbed per Minute,Significant Strike Defence (% of Opponents Strikes Missed),Average Takedowns Landed per minute,TD Acc. - Takedown Accuracy,Takedown Defense (% of opponents TD attempts missed),Sub. Avg. - Average Submissions Attempted per minute
David Teymur,65,952.0,462.0,798.0,390.0,0.0,24.0,9.0,53.0,19.0,7.107692307692307,0.4852941176470588,6.0,6.276923076923077,12.276923076923078,0.375,0.6415094339622641,0.0
David Zawada,15,0.0,0.0,449.0,176.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,11.733333333333333,18.2,29.933333333333334,0.0,1.0,0.0
DeAnna Bennett,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deiveson Figueiredo,45,236.0,120.0,1066.0,450.0,23.0,19.0,10.0,34.0,11.0,2.6666666666666665,0.5084745762711864,10.0,13.688888888888888,23.68888888888889,0.5263157894736842,0.6764705882352942,0.5111111111111111
Demetrious Johnson,180,4361.0,2537.0,3016.0,1343.0,33.0,269.0,136.0,203.0,92.0,14.094444444444445,0.5817473056638386,7.461111111111111,9.294444444444444,16.755555555555556,0.5055762081784386,0.5467980295566502,0.18333333333333332
Demian Maia,180,3423.0,1699.0,5019.0,2405.0,43.0,566.0,135.0,226.0,116.0,9.438888888888888,0.49634823254455157,13.36111111111111,14.522222222222222,27.883333333333333,0.23851590106007067,0.48672566371681414,0.2388888888888889
Dennis Bermudez,125,4146.0,1935.0,3204.0,1329.0,22.0,331.0,119.0,196.0,65.0,15.48,0.4667149059334298,10.632,15.0,25.632,0.3595166163141994,0.6683673469387755,0.176
Dennis Siver,55,526.0,185.0,253.0,95.0,4.0,15.0,9.0,18.0,5.0,3.3636363636363638,0.3517110266159696,1.7272727272727273,2.8727272727272726,4.6,0.6,0.7222222222222222,0.07272727272727272
Derek Brunson,85,2479.0,1205.0,3252.0,1480.0,9.0,222.0,72.0,75.0,29.0,14.176470588235293,0.48608309802339655,17.41176470588235,20.847058823529412,38.258823529411764,0.32432432432432434,0.6133333333333333,0.10588235294117647
Derrick Lewis,170,4445.0,2447.0,3553.0,1579.0,0.0,127.0,42.0,105.0,33.0,14.394117647058824,0.5505061867266592,9.288235294117648,11.611764705882353,20.9,0.33070866141732286,0.6857142857142857,0.0
Desmond Green,75,1142.0,512.0,2036.0,873.0,0.0,26.0,13.0,163.0,76.0,6.826666666666667,0.44833625218914186,11.64,15.506666666666666,27.14666666666667,0.5,0.5337423312883436,0.0
Devin Clark,60,642.0,348.0,1030.0,471.0,4.0,38.0,15.0,22.0,9.0,5.8,0.5420560747663551,7.85,9.316666666666666,17.166666666666668,0.39473684210526316,0.5909090909090909,0.06666666666666667
Devin Powell,35,239.0,87.0,69.0,24.0,2.0,3.0,0.0,0.0,0.0,2.4857142857142858,0.36401673640167365,0.6857142857142857,1.2857142857142858,1.9714285714285715,0.0,0.0,0.05714285714285714
Dhiego Lima,55,706.0,342.0,647.0,262.0,16.0,35.0,24.0,25.0,9.0,6.218181818181818,0.48441926345609065,4.763636363636364,7.0,11.763636363636364,0.6857142857142857,0.64,0.2909090909090909
Diego Brandao,30,131.0,65.0,345.0,156.0,3.0,12.0,4.0,12.0,5.0,2.1666666666666665,0.4961832061068702,5.2,6.3,11.5,0.3333333333333333,0.5833333333333334,0.1
Diego Ferreira,50,849.0,303.0,963.0,475.0,13.0,17.0,5.0,65.0,27.0,6.06,0.3568904593639576,9.5,9.76,19.26,0.29411764705882354,0.5846153846153846,0.26
Diego Rivas,55,214.0,82.0,630.0,294.0,2.0,12.0,9.0,40.0,20.0,1.490909090909091,0.38317757009345793,5.345454545454546,6.109090909090909,11.454545454545455,0.75,0.5,0.03636363636363636
Diego Sanchez,105,3156.0,1033.0,2230.0,949.0,16.0,70.0,16.0,73.0,20.0,9.838095238095239,0.32731305449936626,9.038095238095238,12.2,21.238095238095237,0.22857142857142856,0.726027397260274,0.1523809523809524
Dileno Lopes,30,109.0,46.0,139.0,47.0,3.0,4.0,3.0,6.0,1.0,1.5333333333333334,0.42201834862385323,1.5666666666666667,3.066666666666667,4.633333333333334,0.75,0.8333333333333334,0.1
Dmitrii Smoliakov,15,34.0,14.0,49.0,18.0,0.0,1.0,0.0,9.0,1.0,0.9333333333333333,0.4117647058823529,1.2,2.066666666666667,3.2666666666666666,0.0,0.8888888888888888,0.0
Dmitry Sosnovskiy,10,0.0,0.0,193.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,9.3,19.3,0.0,1.0,0.0
Dom Pilarte,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominic Waters,35,106.0,26.0,725.0,300.0,0.0,10.0,10.0,36.0,5.0,0.7428571428571429,0.24528301886792453,8.571428571428571,12.142857142857142,20.714285714285715,1.0,0.8611111111111112,0.0
Dominick Cruz,80,970.0,389.0,2129.0,887.0,0.0,35.0,17.0,61.0,15.0,4.8625,0.40103092783505156,11.0875,15.525,26.6125,0.4857142857142857,0.7540983606557377,0.0
Dominick Reyes,30,156.0,91.0,1540.0,691.0,2.0,3.0,2.0,27.0,10.0,3.033333333333333,0.5833333333333334,23.033333333333335,28.3,51.333333333333336,0.6666666666666666,0.6296296296296297,0.06666666666666667
Dominique Steele,65,406.0,207.0,371.0,145.0,0.0,41.0,24.0,20.0,5.0,3.1846153846153844,0.5098522167487685,2.230769230769231,3.476923076923077,5.707692307692308,0.5853658536585366,0.75,0.0
Don'Tale Mayes,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donald Cerrone,185,11203.0,5450.0,6883.0,3248.0,75.0,280.0,72.0,178.0,74.0,29.45945945945946,0.48647683656163526,17.556756756756755,19.64864864864865,37.20540540540541,0.2571428571428571,0.5842696629213483,0.40540540540540543
Donavon Frelow,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dong Hyun Kim,135,1519.0,661.0,2150.0,923.0,3.0,80.0,27.0,103.0,52.0,4.896296296296296,0.43515470704410797,6.837037037037037,9.088888888888889,15.925925925925926,0.3375,0.49514563106796117,0.022222222222222223
Dongi Yang,10,0.0,0.0,246.0,82.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,8.2,16.4,24.6,0.0,0.3333333333333333,0.0
Dooho Choi,40,312.0,179.0,2543.0,1025.0,0.0,5.0,1.0,53.0,17.0,4.475,0.5737179487179487,25.625,37.95,63.575,0.2,0.6792452830188679,0.0
Douglas Silva de Andrade,70,1190.0,397.0,1145.0,497.0,0.0,7.0,4.0,27.0,10.0,5.671428571428572,0.33361344537815124,7.1,9.257142857142858,16.357142857142858,0.5714285714285714,0.6296296296296297,0.0
Drakkar Klose,60,588.0,321.0,987.0,447.0,0.0,27.0,14.0,31.0,15.0,5.35,0.5459183673469388,7.45,9.0,16.45,0.5185185185185185,0.5161290322580645,0.0
Drew Dober,100,2958.0,1142.0,2442.0,1131.0,8.0,118.0,25.0,106.0,39.0,11.42,0.3860716700473293,11.31,13.11,24.42,0.211864406779661,0.6320754716981132,0.08
Dustin Kimura,35,49.0,9.0,0.0,0.0,2.0,8.0,3.0,0.0,0.0,0.2571428571428571,0.1836734693877551,0.0,0.0,0.0,0.375,0.0,0.05714285714285714
Dustin Ortiz,155,6029.0,2707.0,1932.0,868.0,7.0,500.0,145.0,157.0,61.0,17.46451612903226,0.44899651683529607,5.6,6.864516129032258,12.464516129032258,0.29,0.6114649681528662,0.04516129032258064
Dustin Poirier,120,5169.0,2664.0,4721.0,1965.0,25.0,105.0,58.0,122.0,37.0,22.2,0.5153801508995938,16.375,22.966666666666665,39.34166666666667,0.5523809523809524,0.6967213114754098,0.20833333333333334
Dylan Andrews,15,7.0,4.0,243.0,123.0,0.0,3.0,2.0,0.0,0.0,0.26666666666666666,0.5714285714285714,8.2,8.0,16.2,0.6666666666666666,0.0,0.0
Ed Herman,55,579.0,324.0,711.0,358.0,0.0,17.0,5.0,39.0,13.0,5.890909090909091,0.5595854922279793,6.509090909090909,6.418181818181818,12.927272727272728,0.29411764705882354,0.6666666666666666,0.0
Eddie Alvarez,95,2845.0,1182.0,3661.0,1847.0,0.0,207.0,55.0,68.0,37.0,12.442105263157895,0.41546572934973636,19.442105263157895,19.094736842105263,38.536842105263155,0.26570048309178745,0.45588235294117646,0.0
Eddie Gordon,45,296.0,119.0,104.0,32.0,0.0,7.0,7.0,8.0,6.0,2.6444444444444444,0.40202702702702703,0.7111111111111111,1.6,2.311111111111111,1.0,0.25,0.0
Eddie Wineland,80,2417.0,727.0,2191.0,896.0,0.0,13.0,0.0,57.0,14.0,9.0875,0.30078609846917664,11.2,16.1875,27.3875,0.0,0.7543859649122807,0.0
Edgar Garcia,10,18.0,12.0,76.0,30.0,0.0,2.0,2.0,15.0,5.0,1.2,0.6666666666666666,3.0,4.6,7.6,1.0,0.6666666666666666,0.0
Edson Barboza,145,4982.0,2153.0,3544.0,1572.0,0.0,38.0,13.0,143.0,54.0,14.848275862068965,0.4321557607386592,10.841379310344827,13.6,24.44137931034483,0.34210526315789475,0.6223776223776224,0.0
Efrain Escudero,65,856.0,480.0,1078.0,433.0,2.0,13.0,8.0,69.0,25.0,7.384615384615385,0.5607476635514018,6.661538461538462,9.923076923076923,16.584615384615386,0.6153846153846154,0.6376811594202898,0.03076923076923077
Elias Garcia,10,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.0,0.0,0.0
Elias Silverio,60,861.0,429.0,353.0,162.0,2.0,14.0,14.0,5.0,2.0,7.15,0.49825783972125437,2.7,3.183333333333333,5.883333333333334,1.0,0.6,0.03333333333333333
Elias Theodorou,125,4040.0,1707.0,2599.0,1150.0,0.0,204.0,71.0,102.0,42.0,13.656,0.4225247524752475,9.2,11.592,20.792,0.3480392156862745,0.5882352941176471,0.0
Elias Urbina,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elizabeth Phillips,60,1019.0,300.0,712.0,321.0,1.0,13.0,2.0,22.0,8.0,5.0,0.2944062806673209,5.35,6.516666666666667,11.866666666666667,0.15384615384615385,0.6363636363636364,0.016666666666666666
Elizeu Zaleski dos Santos,90,3063.0,1270.0,2013.0,735.0,13.0,63.0,7.0,39.0,20.0,14.11111111111111,0.4146261834802481,8.166666666666666,14.2,22.366666666666667,0.1111111111111111,0.48717948717948717,0.14444444444444443
Elvis Mutapcic,40,361.0,140.0,482.0,244.0,0.0,0.0,0.0,32.0,6.0,3.5,0.3878116343490305,6.1,5.95,12.05,0.0,0.8125,0.0
Emil Meek,45,333.0,130.0,829.0,440.0,4.0,4.0,2.0,66.0,40.0,2.888888888888889,0.39039039039039036,9.777777777777779,8.644444444444444,18.42222222222222,0.5,0.3939393939393939,0.08888888888888889
Emily Peters Kagan,25,91.0,41.0,239.0,109.0,0.0,12.0,2.0,9.0,7.0,1.64,0.45054945054945056,4.36,5.2,9.56,0.16666666666666666,0.2222222222222222,0.0
Emily Whitmire,20,15.0,9.0,277.0,153.0,0.0,0.0,0.0,11.0,3.0,0.45,0.6,7.65,6.2,13.85,0.0,0.7272727272727273,0.0
Enrique Barzola,90,1814.0,773.0,1420.0,527.0,2.0,157.0,73.0,11.0,5.0,8.588888888888889,0.4261300992282249,5.855555555555555,9.922222222222222,15.777777777777779,0.46496815286624205,0.5454545454545454,0.022222222222222223
Enrique Marin,30,94.0,27.0,85.0,47.0,0.0,3.0,1.0,8.0,4.0,0.9,0.2872340425531915,1.5666666666666667,1.2666666666666666,2.8333333333333335,0.3333333333333333,0.5,0.0
Eric Shelton,60,569.0,244.0,219.0,103.0,2.0,47.0,19.0,5.0,3.0,4.066666666666666,0.4288224956063269,1.7166666666666666,1.9333333333333333,3.65,0.40425531914893614,0.4,0.03333333333333333
Eric Spicely,45,169.0,109.0,1453.0,675.0,8.0,46.0,10.0,89.0,37.0,2.422222222222222,0.6449704142011834,15.0,17.288888888888888,32.28888888888889,0.21739130434782608,0.5842696629213483,0.17777777777777778
Erick Montano,35,273.0,119.0,162.0,71.0,0.0,14.0,6.0,5.0,1.0,3.4,0.4358974358974359,2.0285714285714285,2.6,4.628571428571429,0.42857142857142855,0.8,0.0
Erick Silva,95,1314.0,689.0,2426.0,1054.0,22.0,52.0,18.0,82.0,40.0,7.252631578947368,0.5243531202435312,11.094736842105263,14.442105263157895,25.53684210526316,0.34615384615384615,0.5121951219512195,0.23157894736842105
Ericka Almeida,30,37.0,13.0,238.0,112.0,0.0,2.0,0.0,27.0,5.0,0.43333333333333335,0.35135135135135137,3.7333333333333334,4.2,7.933333333333334,0.0,0.8148148148148148,0.0
Erik Koch,50,290.0,135.0,1447.0,657.0,2.0,8.0,4.0,56.0,16.0,2.7,0.46551724137931033,13.14,15.8,28.94,0.5,0.7142857142857143,0.04
Erik Perez,55,466.0,146.0,748.0,332.0,0.0,16.0,7.0,20.0,11.0,2.6545454545454548,0.3133047210300429,6.036363636363636,7.5636363636363635,13.6,0.4375,0.45,0.0
Ernest Chavez,35,263.0,110.0,228.0,116.0,0.0,8.0,4.0,10.0,7.0,3.142857142857143,0.41825095057034223,3.3142857142857145,3.2,6.514285714285714,0.5,0.3,0.0
Eryk Anders,75,760.0,425.0,1874.0,867.0,1.0,52.0,22.0,70.0,22.0,5.666666666666667,0.5592105263157895,11.56,13.426666666666666,24.986666666666668,0.4230769230769231,0.6857142857142857,0.013333333333333334
Estevan Payan,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evan Dunham,95,4738.0,2128.0,3542.0,1577.0,11.0,137.0,46.0,139.0,47.0,22.4,0.4491346559729844,16.6,20.68421052631579,37.28421052631579,0.3357664233576642,0.6618705035971223,0.11578947368421053
Everett Sims,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabio Maldonado,60,1118.0,657.0,819.0,371.0,0.0,1.0,1.0,32.0,15.0,10.95,0.5876565295169947,6.183333333333334,7.466666666666667,13.65,1.0,0.53125,0.0
Fabricio Camoes,5,0.0,0.0,114.0,52.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,10.4,12.4,22.8,0.0,0.8333333333333334,0.0
Fabricio Werdum,135,4480.0,2559.0,2603.0,1359.0,11.0,128.0,28.0,53.0,20.0,18.955555555555556,0.5712053571428571,10.066666666666666,9.214814814814815,19.28148148148148,0.21875,0.6226415094339622,0.08148148148148149
Felice Herrig,105,2533.0,908.0,3111.0,1332.0,35.0,76.0,28.0,48.0,29.0,8.647619047619047,0.35846821950256613,12.685714285714285,16.942857142857143,29.62857142857143,0.3684210526315789,0.3958333333333333,0.3333333333333333
Felipe Arantes,85,1218.0,515.0,1260.0,489.0,22.0,48.0,21.0,58.0,25.0,6.0588235294117645,0.42282430213464695,5.752941176470588,9.070588235294117,14.823529411764707,0.4375,0.5689655172413793,0.25882352941176473
Felipe Olivieri,15,0.0,0.0,161.0,67.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,4.466666666666667,6.266666666666667,10.733333333333333,0.0,0.8125,0.0
Felipe Silva,25,57.0,22.0,698.0,349.0,0.0,0.0,0.0,29.0,12.0,0.88,0.38596491228070173,13.96,13.96,27.92,0.0,0.5862068965517241,0.0
Fernando Bruno,30,45.0,22.0,102.0,36.0,0.0,10.0,3.0,21.0,4.0,0.7333333333333333,0.4888888888888889,1.2,2.2,3.4,0.3,0.8095238095238095,0.0
Filip Pejic,5,0.0,0.0,23.0,14.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.8,1.8,4.6,0.0,0.5,0.0
Francimar Barroso,105,1846.0,981.0,1251.0,586.0,0.0,256.0,50.0,21.0,6.0,9.342857142857143,0.5314192849404117,5.580952380952381,6.333333333333333,11.914285714285715,0.1953125,0.7142857142857143,0.0
Francis Carmont,40,228.0,67.0,24.0,17.0,1.0,6.0,1.0,0.0,0.0,1.675,0.29385964912280704,0.425,0.175,0.6,0.16666666666666666,0.0,0.025
Francis Ngannou,80,1103.0,492.0,2454.0,1397.0,5.0,1.0,0.0,71.0,25.0,6.15,0.4460562103354488,17.4625,13.2125,30.675,0.0,0.647887323943662,0.0625
Francisco Rivera,65,1008.0,381.0,1443.0,508.0,5.0,24.0,17.0,51.0,16.0,5.861538461538461,0.37797619047619047,7.815384615384615,14.384615384615385,22.2,0.7083333333333334,0.6862745098039216,0.07692307692307693
Francisco Trevino,35,306.0,128.0,184.0,72.0,0.0,16.0,4.0,6.0,4.0,3.657142857142857,0.41830065359477125,2.057142857142857,3.2,5.257142857142857,0.25,0.3333333333333333,0.0
Francisco Trinaldo,175,7867.0,3407.0,6119.0,2536.0,15.0,153.0,64.0,163.0,60.0,19.46857142857143,0.4330748697089106,14.491428571428571,20.474285714285713,34.965714285714284,0.41830065359477125,0.6319018404907976,0.08571428571428572
Frank Camacho,55,1181.0,519.0,1322.0,529.0,0.0,16.0,8.0,41.0,12.0,9.436363636363636,0.4394580863674852,9.618181818181819,14.418181818181818,24.036363636363635,0.5,0.7073170731707317,0.0
Frank Mir,45,272.0,98.0,443.0,177.0,4.0,17.0,5.0,2.0,1.0,2.1777777777777776,0.3602941176470588,3.933333333333333,5.911111111111111,9.844444444444445,0.29411764705882354,0.5,0.08888888888888889
Frankie Edgar,140,5985.0,2541.0,4586.0,2057.0,20.0,291.0,120.0,97.0,27.0,18.15,0.4245614035087719,14.692857142857143,18.064285714285713,32.75714285714286,0.41237113402061853,0.7216494845360825,0.14285714285714285
Frankie Perez,50,198.0,92.0,519.0,203.0,3.0,15.0,4.0,22.0,12.0,1.84,0.46464646464646464,4.06,6.32,10.38,0.26666666666666666,0.45454545454545453,0.06
Frankie Saenz,110,2730.0,1201.0,1277.0,478.0,5.0,89.0,26.0,40.0,14.0,10.918181818181818,0.4399267399267399,4.345454545454546,7.263636363636364,11.60909090909091,0.29213483146067415,0.65,0.045454545454545456
Fredy Serrano,50,364.0,88.0,284.0,70.0,0.0,42.0,13.0,8.0,2.0,1.76,0.24175824175824176,1.4,4.28,5.68,0.30952380952380953,0.75,0.0
Gabriel Benitez,70,1551.0,708.0,2035.0,794.0,8.0,12.0,12.0,103.0,42.0,10.114285714285714,0.4564796905222437,11.342857142857143,17.728571428571428,29.071428571428573,1.0,0.5922330097087378,0.11428571428571428
Gabriel Gonzaga,55,503.0,192.0,351.0,191.0,2.0,45.0,10.0,9.0,3.0,3.4909090909090907,0.3817097415506958,3.4727272727272727,2.909090909090909,6.381818181818182,0.2222222222222222,0.6666666666666666,0.03636363636363636
Gadzhimurad Antigulov,15,12.0,2.0,859.0,323.0,3.0,3.0,3.0,10.0,6.0,0.13333333333333333,0.16666666666666666,21.533333333333335,35.733333333333334,57.266666666666666,1.0,0.4,0.2
Galore Bofando,10,25.0,10.0,888.0,371.0,0.0,1.0,1.0,9.0,5.0,1.0,0.4,37.1,51.7,88.8,1.0,0.4444444444444444,0.0
Garett Whiteley,30,72.0,44.0,121.0,41.0,2.0,0.0,0.0,8.0,3.0,1.4666666666666666,0.6111111111111112,1.3666666666666667,2.6666666666666665,4.033333333333333,0.0,0.625,0.06666666666666667
Garreth McLellan,60,688.0,424.0,217.0,107.0,11.0,39.0,8.0,14.0,8.0,7.066666666666666,0.6162790697674418,1.7833333333333334,1.8333333333333333,3.6166666666666667,0.20512820512820512,0.42857142857142855,0.18333333333333332
Gasan Umalatov,60,449.0,188.0,109.0,35.0,0.0,39.0,8.0,7.0,4.0,3.1333333333333333,0.41870824053452116,0.5833333333333334,1.2333333333333334,1.8166666666666667,0.20512820512820512,0.42857142857142855,0.0
Gavin Tucker,30,163.0,55.0,642.0,246.0,0.0,1.0,1.0,28.0,7.0,1.8333333333333333,0.3374233128834356,8.2,13.2,21.4,1.0,0.75,0.0
Geane Herrera,55,300.0,114.0,776.0,269.0,2.0,4.0,3.0,47.0,21.0,2.0727272727272728,0.38,4.890909090909091,9.218181818181819,14.10909090909091,0.75,0.5531914893617021,0.03636363636363636
Gegard Mousasi,120,3647.0,1750.0,1821.0,837.0,23.0,75.0,48.0,58.0,21.0,14.583333333333334,0.4798464491362764,6.975,8.2,15.175,0.64,0.6379310344827587,0.19166666666666668
Geoff Neal,20,73.0,40.0,859.0,353.0,1.0,0.0,0.0,12.0,5.0,2.0,0.547945205479452,17.65,25.3,42.95,0.0,0.5833333333333334,0.05
George Roop,35,255.0,116.0,196.0,51.0,0.0,4.0,4.0,5.0,0.0,3.3142857142857145,0.4549019607843137,1.457142857142857,4.142857142857143,5.6,1.0,1.0,0.0
George Sullivan,75,2426.0,948.0,966.0,392.0,9.0,126.0,24.0,40.0,12.0,12.64,0.3907666941467436,5.226666666666667,7.653333333333333,12.88,0.19047619047619047,0.7,0.12
Georges St-Pierre,15,0.0,0.0,1676.0,593.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,39.53333333333333,72.2,111.73333333333333,0.0,1.0,0.0
Gerald Meerschaert,40,297.0,131.0,797.0,376.0,7.0,24.0,6.0,21.0,7.0,3.275,0.44107744107744107,9.4,10.525,19.925,0.25,0.6666666666666666,0.175
Germaine de Randamie,40,197.0,76.0,807.0,266.0,0.0,0.0,0.0,3.0,2.0,1.9,0.38578680203045684,6.65,13.525,20.175,0.0,0.3333333333333333,0.0
Gian Villante,145,6218.0,2796.0,2461.0,1244.0,0.0,144.0,37.0,164.0,64.0,19.282758620689656,0.44966227082663235,8.579310344827586,8.393103448275863,16.97241379310345,0.2569444444444444,0.6097560975609756,0.0
Gilbert Burns,95,2593.0,1092.0,1764.0,777.0,30.0,142.0,58.0,81.0,27.0,11.494736842105263,0.42113382182799847,8.178947368421053,10.389473684210527,18.568421052631578,0.4084507042253521,0.6666666666666666,0.3157894736842105
Gilbert Melendez,55,621.0,194.0,1936.0,755.0,0.0,31.0,3.0,32.0,3.0,3.5272727272727273,0.31239935587761675,13.727272727272727,21.472727272727273,35.2,0.0967741935483871,0.90625,0.0
Gillian Robertson,20,62.0,21.0,0.0,0.0,3.0,6.0,4.0,0.0,0.0,1.05,0.3387096774193548,0.0,0.0,0.0,0.6666666666666666,0.0,0.15
Gina Mazany,35,69.0,38.0,539.0,258.0,0.0,7.0,5.0,28.0,11.0,1.0857142857142856,0.5507246376811594,7.371428571428571,8.028571428571428,15.4,0.7142857142857143,0.6071428571428571,0.0
Glaico Franca,30,184.0,79.0,387.0,127.0,8.0,28.0,14.0,2.0,0.0,2.6333333333333333,0.42934782608695654,4.233333333333333,8.666666666666666,12.9,0.5,1.0,0.26666666666666666
Glaico Franca Moreira,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gleison Tibau,75,1510.0,580.0,1215.0,501.0,2.0,124.0,61.0,70.0,29.0,7.733333333333333,0.3841059602649007,6.68,9.52,16.2,0.49193548387096775,0.5857142857142857,0.02666666666666667
Glover Teixeira,135,3923.0,1861.0,3227.0,1522.0,11.0,161.0,47.0,188.0,94.0,13.785185185185185,0.47438185062452204,11.274074074074074,12.62962962962963,23.903703703703705,0.2919254658385093,0.5,0.08148148148148149
Godofredo Pepey,55,623.0,233.0,1948.0,816.0,24.0,26.0,2.0,110.0,42.0,4.236363636363636,0.3739967897271268,14.836363636363636,20.581818181818182,35.41818181818182,0.07692307692307693,0.6181818181818182,0.43636363636363634
Gokhan Saki,10,66.0,40.0,545.0,251.0,0.0,0.0,0.0,3.0,1.0,4.0,0.6060606060606061,25.1,29.4,54.5,0.0,0.6666666666666666,0.0
Gray Maynard,80,776.0,289.0,1332.0,632.0,5.0,120.0,38.0,78.0,20.0,3.6125,0.37242268041237114,7.9,8.75,16.65,0.31666666666666665,0.7435897435897436,0.0625
Greg Rebello,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gregor Gillespie,45,577.0,290.0,780.0,329.0,2.0,92.0,29.0,58.0,30.0,6.444444444444445,0.5025996533795494,7.311111111111111,10.022222222222222,17.333333333333332,0.31521739130434784,0.4827586206896552,0.044444444444444446
