Name,estimated_minutes,Total (R1-R5) Significant Strikes Attempts,Total (R1-R5) Significant Strikes Landed,Opponent Total (R1-R5) Significant Strikes Attempts,Opponent Total (R1-R5) Significant Strikes Landed,Total_R1-R5_Grappling_Submissions_Attempts,Total (R1-R5) Grappling Takedowns Attempts,Total (R1-R5) Grappling Takedowns Landed,Opponent Total (R1-R5) Grappling Takedowns Attempts,Opponent Total (R1-R5) Grappling Takedowns Landed,Significant Strikes Landed per Minute,Str. Acc. - Significant Striking Accuracy,Significant Strikes Absorbed per Minute,Significant Strike Defence (% of Opponents Strikes Missed),Average Takedowns Landed per minute,TD Acc. - Takedown Accuracy,Takedown Defense (% of opponents TD attempts missed),Sub. Avg. - Average Submissions Attempted per minute
Teruto Ishihara,95,2427.0,1192.0,1019.0,402.0,0.0,44.0,5.0,53.0,20.0,12.547368421052632,0.49114132674083233,4.231578947368421,6.494736842105263,10.726315789473684,0.11363636363636363,0.6226415094339622,0.0
Thales Leites,155,3539.0,1440.0,4118.0,1865.0,28.0,244.0,50.0,99.0,36.0,9.290322580645162,0.40689460299519636,12.03225806451613,14.535483870967742,26.56774193548387,0.20491803278688525,0.6363636363636364,0.18064516129032257
Thanh Le,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thiago Alves,90,2788.0,1246.0,1166.0,570.0,4.0,9.0,3.0,48.0,15.0,13.844444444444445,0.4469153515064562,6.333333333333333,6.622222222222222,12.955555555555556,0.3333333333333333,0.6875,0.044444444444444446
Thiago Perpetuo,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thiago Santos,130,5422.0,2506.0,2762.0,1239.0,1.0,68.0,19.0,81.0,30.0,19.276923076923076,0.4621910734046477,9.53076923076923,11.715384615384615,21.246153846153845,0.27941176470588236,0.6296296296296297,0.007692307692307693
Thiago Tavares,30,288.0,134.0,384.0,184.0,4.0,31.0,18.0,28.0,11.0,4.466666666666667,0.4652777777777778,6.133333333333334,6.666666666666667,12.8,0.5806451612903226,0.6071428571428571,0.13333333333333333
Thibault Gouti,45,329.0,136.0,1511.0,724.0,0.0,0.0,0.0,84.0,30.0,3.022222222222222,0.4133738601823708,16.08888888888889,17.488888888888887,33.577777777777776,0.0,0.6428571428571429,0.0
Thomas Almeida,75,2844.0,1426.0,2333.0,895.0,0.0,0.0,0.0,79.0,23.0,19.013333333333332,0.5014064697609001,11.933333333333334,19.173333333333332,31.106666666666666,0.0,0.7088607594936709,0.0
Tiago Trator,50,635.0,252.0,748.0,227.0,1.0,8.0,1.0,29.0,11.0,5.04,0.3968503937007874,4.54,10.42,14.96,0.125,0.6206896551724138,0.02
Tim Boetsch,75,1448.0,703.0,2803.0,1279.0,0.0,57.0,16.0,209.0,79.0,9.373333333333333,0.48549723756906077,17.053333333333335,20.32,37.373333333333335,0.2807017543859649,0.6220095693779905,0.0
Tim Elliott,75,826.0,439.0,1847.0,923.0,8.0,65.0,55.0,86.0,37.0,5.8533333333333335,0.5314769975786925,12.306666666666667,12.32,24.626666666666665,0.8461538461538461,0.5697674418604651,0.10666666666666667
Tim Gorman,30,69.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.5,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0
Tim Johnson,85,1675.0,694.0,521.0,331.0,0.0,66.0,26.0,23.0,9.0,8.16470588235294,0.41432835820895525,3.8941176470588235,2.235294117647059,6.129411764705883,0.3939393939393939,0.6086956521739131,0.0
Tim Kennedy,55,298.0,132.0,1125.0,502.0,1.0,28.0,10.0,26.0,12.0,2.4,0.4429530201342282,9.127272727272727,11.327272727272728,20.454545454545453,0.35714285714285715,0.5384615384615384,0.01818181818181818
Tim Means,150,7200.0,3319.0,3600.0,1629.0,20.0,150.0,77.0,216.0,83.0,22.126666666666665,0.4609722222222222,10.86,13.14,24.0,0.5133333333333333,0.6157407407407407,0.13333333333333333
Tim Williams,20,18.0,8.0,407.0,222.0,0.0,0.0,0.0,30.0,13.0,0.4,0.4444444444444444,11.1,9.25,20.35,0.0,0.5666666666666667,0.0
Tina Lahdemaki,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toby Misech,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Todd Duffee,10,16.0,8.0,119.0,79.0,0.0,0.0,0.0,10.0,6.0,0.8,0.5,7.9,4.0,11.9,0.0,0.4,0.0
Tom Breese,45,544.0,299.0,2067.0,838.0,2.0,11.0,0.0,101.0,32.0,6.644444444444445,0.5496323529411765,18.622222222222224,27.31111111111111,45.93333333333333,0.0,0.6831683168316832,0.044444444444444446
Tom Duquesnoy,40,196.0,105.0,645.0,264.0,0.0,1.0,1.0,21.0,10.0,2.625,0.5357142857142857,6.6,9.525,16.125,1.0,0.5238095238095238,0.0
Tom Gallicchio,15,0.0,0.0,531.0,224.0,0.0,0.0,0.0,30.0,3.0,0.0,0.0,14.933333333333334,20.466666666666665,35.4,0.0,0.9,0.0
Tom Lawlor,25,52.0,22.0,1113.0,520.0,0.0,1.0,0.0,51.0,22.0,0.88,0.4230769230769231,20.8,23.72,44.52,0.0,0.5686274509803921,0.0
Tom Niinimaki,20,26.0,15.0,85.0,19.0,1.0,14.0,4.0,4.0,0.0,0.75,0.5769230769230769,0.95,3.3,4.25,0.2857142857142857,1.0,0.05
Tom Watson,60,931.0,349.0,357.0,187.0,0.0,8.0,0.0,20.0,3.0,5.816666666666666,0.3748657357679914,3.1166666666666667,2.8333333333333335,5.95,0.0,0.85,0.0
Tony Ferguson,120,4327.0,2041.0,3423.0,1504.0,61.0,48.0,22.0,136.0,58.0,17.008333333333333,0.4716893921885833,12.533333333333333,15.991666666666667,28.525,0.4583333333333333,0.5735294117647058,0.5083333333333333
Tony Martin,130,3005.0,1237.0,2644.0,1097.0,42.0,194.0,45.0,130.0,48.0,9.515384615384615,0.41164725457570717,8.438461538461539,11.9,20.338461538461537,0.23195876288659795,0.6307692307692307,0.3230769230769231
Tony Sims,25,67.0,43.0,405.0,158.0,1.0,2.0,0.0,37.0,9.0,1.72,0.6417910447761194,6.32,9.88,16.2,0.0,0.7567567567567568,0.04
Tonya Evinger,20,85.0,32.0,227.0,136.0,0.0,4.0,1.0,3.0,3.0,1.6,0.3764705882352941,6.8,4.55,11.35,0.25,0.0,0.0
Tor Troeng,30,45.0,26.0,157.0,75.0,0.0,5.0,1.0,10.0,1.0,0.8666666666666667,0.5777777777777777,2.5,2.7333333333333334,5.233333333333333,0.2,0.9,0.0
Travis Browne,90,2374.0,962.0,1413.0,721.0,0.0,26.0,14.0,48.0,17.0,10.688888888888888,0.405223251895535,8.011111111111111,7.688888888888889,15.7,0.5384615384615384,0.6458333333333334,0.0
Trevin Giles,25,53.0,41.0,32.0,16.0,0.0,5.0,5.0,8.0,3.0,1.64,0.7735849056603774,0.64,0.64,1.28,1.0,0.625,0.0
Trevor Smith,115,2278.0,1230.0,1667.0,778.0,26.0,135.0,40.0,61.0,23.0,10.695652173913043,0.5399473222124671,6.765217391304348,7.730434782608696,14.495652173913044,0.2962962962962963,0.6229508196721312,0.22608695652173913
Tyler Diamond,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyron Woodley,135,2279.0,887.0,3992.0,1808.0,6.0,45.0,29.0,98.0,31.0,6.57037037037037,0.38920579201404126,13.392592592592592,16.177777777777777,29.57037037037037,0.6444444444444445,0.6836734693877551,0.044444444444444446
Tyson Pedro,35,264.0,159.0,1172.0,491.0,5.0,9.0,8.0,45.0,15.0,4.542857142857143,0.6022727272727273,14.028571428571428,19.457142857142856,33.48571428571429,0.8888888888888888,0.6666666666666666,0.14285714285714285
Ulka Sasaki,70,896.0,351.0,1804.0,771.0,19.0,98.0,31.0,136.0,61.0,5.014285714285714,0.39174107142857145,11.014285714285714,14.757142857142858,25.771428571428572,0.3163265306122449,0.5514705882352942,0.2714285714285714
Uriah Hall,95,2570.0,1284.0,2545.0,1191.0,14.0,40.0,22.0,87.0,39.0,13.51578947368421,0.49961089494163424,12.536842105263158,14.25263157894737,26.789473684210527,0.55,0.5517241379310345,0.14736842105263157
Urijah Faber,125,2056.0,778.0,2205.0,879.0,11.0,168.0,38.0,86.0,36.0,6.224,0.3784046692607004,7.032,10.608,17.64,0.2261904761904762,0.5813953488372093,0.088
Vagner Rocha,10,0.0,0.0,85.0,60.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,6.0,2.5,8.5,0.0,0.6363636363636364,0.0
Valentina Shevchenko,100,1271.0,631.0,1622.0,788.0,2.0,75.0,37.0,23.0,13.0,6.31,0.4964594807238395,7.88,8.34,16.22,0.49333333333333335,0.43478260869565216,0.02
Valerie Letourneau,100,3091.0,1165.0,1016.0,503.0,8.0,31.0,13.0,8.0,5.0,11.65,0.37690067939178257,5.03,5.13,10.16,0.41935483870967744,0.375,0.08
Valmir Lazaro,45,716.0,269.0,352.0,148.0,0.0,20.0,8.0,25.0,6.0,5.977777777777778,0.3756983240223464,3.2888888888888888,4.533333333333333,7.822222222222222,0.4,0.76,0.0
Vaughan Lee,35,626.0,288.0,224.0,120.0,0.0,2.0,0.0,14.0,8.0,8.228571428571428,0.46006389776357826,3.4285714285714284,2.9714285714285715,6.4,0.0,0.42857142857142855,0.0
Vernon Ramos,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Veronica Macedo,30,41.0,23.0,229.0,66.0,0.0,0.0,0.0,4.0,2.0,0.7666666666666667,0.5609756097560976,2.2,5.433333333333334,7.633333333333334,0.0,0.5,0.0
Vicente Luque,75,1549.0,757.0,1764.0,730.0,23.0,51.0,30.0,44.0,17.0,10.093333333333334,0.48870238863783083,9.733333333333333,13.786666666666667,23.52,0.5882352941176471,0.6136363636363636,0.30666666666666664
Vik Grujic,40,164.0,49.0,99.0,27.0,0.0,11.0,3.0,4.0,0.0,1.225,0.29878048780487804,0.675,1.8,2.475,0.2727272727272727,1.0,0.0
Viktor Pesta,60,581.0,228.0,321.0,167.0,0.0,103.0,26.0,19.0,8.0,3.8,0.3924268502581756,2.783333333333333,2.566666666666667,5.35,0.2524271844660194,0.5789473684210527,0.0
Vinc Pichel,60,925.0,445.0,729.0,283.0,4.0,85.0,57.0,33.0,11.0,7.416666666666667,0.4810810810810811,4.716666666666667,7.433333333333334,12.15,0.6705882352941176,0.6666666666666666,0.06666666666666667
Vincent Morales,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Viscardi Andrade,45,321.0,126.0,652.0,329.0,0.0,6.0,2.0,25.0,8.0,2.8,0.3925233644859813,7.311111111111111,7.177777777777778,14.488888888888889,0.3333333333333333,0.68,0.0
Vitor Belfort,55,479.0,235.0,2829.0,1283.0,0.0,0.0,0.0,75.0,32.0,4.2727272727272725,0.4906054279749478,23.327272727272728,28.10909090909091,51.43636363636364,0.0,0.5733333333333334,0.0
Vitor Miranda,85,1245.0,667.0,959.0,471.0,0.0,15.0,6.0,24.0,11.0,7.847058823529411,0.5357429718875502,5.541176470588235,5.741176470588235,11.282352941176471,0.4,0.5416666666666666,0.0
Viviane Pereira,60,730.0,248.0,1359.0,579.0,1.0,3.0,3.0,23.0,10.0,4.133333333333334,0.33972602739726027,9.65,13.0,22.65,1.0,0.5652173913043478,0.016666666666666666
Volkan Oezdemir,35,579.0,268.0,1774.0,842.0,0.0,3.0,0.0,69.0,29.0,7.6571428571428575,0.46286701208981,24.057142857142857,26.62857142857143,50.68571428571428,0.0,0.5797101449275363,0.0
Wagner Silva,25,52.0,17.0,17.0,11.0,0.0,1.0,0.0,2.0,2.0,0.68,0.3269230769230769,0.44,0.24,0.68,0.0,0.0,0.0
Walt Harris,70,1835.0,725.0,1695.0,872.0,5.0,5.0,1.0,43.0,9.0,10.357142857142858,0.39509536784741145,12.457142857142857,11.757142857142858,24.214285714285715,0.2,0.7906976744186046,0.07142857142857142
Wang Guan,15,0.0,0.0,939.0,408.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,27.2,35.4,62.6,0.0,0.2,0.0
Warlley Alves,110,2305.0,1089.0,1798.0,910.0,33.0,72.0,39.0,116.0,48.0,9.9,0.4724511930585683,8.272727272727273,8.072727272727272,16.345454545454544,0.5416666666666666,0.5862068965517241,0.3
Weili Zhang,15,0.0,0.0,576.0,172.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,11.466666666666667,26.933333333333334,38.4,0.0,0.75,0.0
Wendell Oliveira,15,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
Will Brooks,45,489.0,276.0,1777.0,854.0,0.0,34.0,11.0,116.0,44.0,6.133333333333334,0.5644171779141104,18.977777777777778,20.511111111111113,39.48888888888889,0.3235294117647059,0.6206896551724138,0.0
Will Campuzano,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Chope,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
William Patolino,20,77.0,24.0,435.0,169.0,0.0,1.0,0.0,24.0,10.0,1.2,0.3116883116883117,8.45,13.3,21.75,0.0,0.5833333333333334,0.0
Willie Gates,45,323.0,117.0,710.0,267.0,3.0,0.0,0.0,45.0,11.0,2.6,0.3622291021671827,5.933333333333334,9.844444444444445,15.777777777777779,0.0,0.7555555555555555,0.06666666666666667
Wilson Reis,125,2996.0,1037.0,2777.0,1296.0,25.0,418.0,181.0,188.0,70.0,8.296,0.346128170894526,10.368,11.848,22.216,0.43301435406698563,0.6276595744680851,0.2
Wu Yanan,15,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0
Wuliji Buren,25,60.0,17.0,858.0,370.0,0.0,11.0,4.0,14.0,4.0,0.68,0.2833333333333333,14.8,19.52,34.32,0.36363636363636365,0.7142857142857143,0.0
Yair Rodriguez,100,2360.0,1062.0,2473.0,1002.0,40.0,87.0,33.0,100.0,44.0,10.62,0.45,10.02,14.71,24.73,0.3793103448275862,0.56,0.4
Yan Cabral,55,227.0,122.0,423.0,153.0,8.0,43.0,10.0,32.0,9.0,2.2181818181818183,0.5374449339207048,2.7818181818181817,4.909090909090909,7.6909090909090905,0.23255813953488372,0.71875,0.14545454545454545
Yan Xiaonan,30,211.0,96.0,924.0,386.0,0.0,0.0,0.0,14.0,10.0,3.2,0.4549763033175355,12.866666666666667,17.933333333333334,30.8,0.0,0.2857142857142857,0.0
Yana Kunitskaya,20,11.0,5.0,839.0,477.0,0.0,4.0,1.0,12.0,4.0,0.25,0.45454545454545453,23.85,18.1,41.95,0.25,0.6666666666666666,0.0
Yancy Medeiros,95,3725.0,1347.0,4188.0,1868.0,26.0,10.0,1.0,123.0,40.0,14.178947368421053,0.36161073825503354,19.66315789473684,24.42105263157895,44.084210526315786,0.1,0.6747967479674797,0.2736842105263158
Yao Zhikui,50,423.0,100.0,118.0,31.0,0.0,12.0,2.0,16.0,8.0,2.0,0.2364066193853428,0.62,1.74,2.36,0.16666666666666666,0.5,0.0
Yaotzin Meza,75,569.0,229.0,493.0,169.0,7.0,43.0,12.0,16.0,7.0,3.0533333333333332,0.4024604569420035,2.2533333333333334,4.32,6.573333333333333,0.27906976744186046,0.5625,0.09333333333333334
Yoel Romero,155,2712.0,1520.0,3300.0,1541.0,0.0,199.0,86.0,78.0,35.0,9.806451612903226,0.56047197640118,9.941935483870967,11.348387096774193,21.29032258064516,0.4321608040201005,0.5512820512820513,0.0
Yosdenis Cedeno,50,385.0,121.0,206.0,83.0,0.0,4.0,0.0,8.0,0.0,2.42,0.3142857142857143,1.66,2.46,4.12,0.0,1.0,0.0
Yoshihiro Akiyama,30,119.0,57.0,58.0,34.0,0.0,5.0,2.0,2.0,0.0,1.9,0.4789915966386555,1.1333333333333333,0.8,1.9333333333333333,0.4,1.0,0.0
Yui Chul Nam,45,320.0,183.0,223.0,80.0,1.0,5.0,4.0,4.0,1.0,4.066666666666666,0.571875,1.7777777777777777,3.1777777777777776,4.955555555555556,0.8,0.75,0.022222222222222223
Yushin Okami,20,0.0,0.0,951.0,405.0,1.0,1.0,0.0,31.0,15.0,0.0,0.0,20.25,27.3,47.55,0.0,0.5161290322580645,0.05
Yusuke Kasuya,25,99.0,44.0,316.0,129.0,0.0,4.0,1.0,10.0,3.0,1.76,0.4444444444444444,5.16,7.48,12.64,0.25,0.7,0.0
Yuta Sasaki,5,0.0,0.0,20.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4,3.6,4.0,0.0,0.0,0.0
Yves Edwards,20,79.0,27.0,73.0,30.0,0.0,1.0,1.0,2.0,2.0,1.35,0.34177215189873417,1.5,2.15,3.65,1.0,0.0,0.0
Yves Jabouin,35,647.0,239.0,488.0,234.0,0.0,17.0,11.0,10.0,4.0,6.828571428571428,0.3693972179289026,6.685714285714286,7.257142857142857,13.942857142857143,0.6470588235294118,0.6,0.0
Zabit Magomedsharipov,50,552.0,300.0,1394.0,464.0,8.0,50.0,30.0,27.0,7.0,6.0,0.5434782608695652,9.28,18.6,27.88,0.6,0.7407407407407407,0.16
Zach Makovsky,90,939.0,419.0,1284.0,573.0,0.0,125.0,51.0,69.0,24.0,4.655555555555556,0.44621938232161873,6.366666666666666,7.9,14.266666666666667,0.408,0.6521739130434783,0.0
Zak Cummings,90,2501.0,776.0,1771.0,777.0,15.0,48.0,28.0,117.0,47.0,8.622222222222222,0.3102758896441423,8.633333333333333,11.044444444444444,19.677777777777777,0.5833333333333334,0.5982905982905983,0.16666666666666666
Zak Ottow,65,1621.0,644.0,2397.0,1099.0,5.0,23.0,6.0,109.0,33.0,9.907692307692308,0.3972856261566934,16.907692307692308,19.96923076923077,36.87692307692308,0.2608695652173913,0.6972477064220184,0.07692307692307693
Zhang Lipeng,30,176.0,86.0,92.0,29.0,6.0,35.0,12.0,10.0,5.0,2.8666666666666667,0.48863636363636365,0.9666666666666667,2.1,3.066666666666667,0.34285714285714286,0.5,0.2
Zu Anyanwu,15,49.0,20.0,241.0,116.0,0.0,1.0,1.0,1.0,1.0,1.3333333333333333,0.40816326530612246,7.733333333333333,8.333333333333334,16.066666666666666,1.0,0.0,0.0
Zubaira Tukhugov,50,502.0,206.0,336.0,142.0,0.0,19.0,10.0,20.0,9.0,4.12,0.4103585657370518,2.84,3.88,6.72,0.5263157894736842,0.55,0.0
