Name,estimated_minutes,Total (R1-R5) Strikes Attempts,Total (R1-R5) Strikes Landed,Total (R1-R5) Significant Strikes Attempts,Total (R1-R5) Significant Strikes Landed,Opponent Total (R1-R5) Significant Strikes Attempts,Opponent Total (R1-R5) Significant Strikes Landed,Total (R1-R5) Ground Total Strikes_Attempts,Total (R1-R5) Ground Total Strikes_Landed,Total_R1-R5_Grappling_Submissions_Attempts,Total (R1-R5) Grappling Takedowns Attempts,Total (R1-R5) Grappling Takedowns Landed,Opponent Total (R1-R5) Grappling Takedowns Attempts,Opponent Total (R1-R5) Grappling Takedowns Landed,Total (R1-R5) Grappling Time,Total (R1-R5) Grappling Actions(Grd. Strikes + (Sub & TD Attempts),"Total (R1-R5) Striking, Standing, and Clinch Time",Total Striking Attempts to Grappling Action Attempts Ratio,Total Striking Time to Grappling Action Time Ratio
Elizeu Zaleski dos Santos,90,3189.0,1394.0,3063.0,1270.0,2013.0,735.0,181.0,138.0,13.0,63.0,7.0,39.0,20.0,1.9533333333333334,257.0,88.04666666666667,12.408560311284047,17.609333333333332
Elvis Mutapcic,40,474.0,249.0,361.0,140.0,482.0,244.0,113.0,98.0,0.0,0.0,0.0,32.0,6.0,0.06,113.0,39.94,4.1946902654867255,7.9879999999999995
Emil Meek,45,511.0,278.0,333.0,130.0,829.0,440.0,231.0,187.0,4.0,4.0,2.0,66.0,40.0,1.9955555555555555,239.0,43.004444444444445,2.1380753138075312,8.600888888888889
Emily Peters Kagan,25,113.0,60.0,91.0,41.0,239.0,109.0,0.0,0.0,0.0,12.0,2.0,9.0,7.0,0.0,12.0,25.0,9.416666666666666,5.0
Emily Whitmire,20,20.0,13.0,15.0,9.0,277.0,153.0,5.0,4.0,0.0,0.0,0.0,11.0,3.0,0.017777777777777778,5.0,19.982222222222223,4.0,3.9964444444444447
Enrique Barzola,90,3037.0,1737.0,1814.0,773.0,1420.0,527.0,1466.0,1083.0,2.0,157.0,73.0,11.0,5.0,12.406666666666666,1625.0,77.59333333333333,1.868923076923077,6.254164427727028
Enrique Marin,30,102.0,33.0,94.0,27.0,85.0,47.0,8.0,6.0,0.0,3.0,1.0,8.0,4.0,0.25333333333333335,11.0,29.746666666666666,9.272727272727273,5.949333333333334
Eric Shelton,60,792.0,446.0,569.0,244.0,219.0,103.0,337.0,297.0,2.0,47.0,19.0,5.0,3.0,1.788888888888889,386.0,58.21111111111111,2.051813471502591,11.642222222222221
Eric Spicely,45,290.0,220.0,169.0,109.0,1453.0,675.0,163.0,144.0,8.0,46.0,10.0,89.0,37.0,1.3222222222222222,217.0,43.67777777777778,1.336405529953917,8.735555555555555
Erick Montano,35,339.0,178.0,273.0,119.0,162.0,71.0,49.0,41.0,0.0,14.0,6.0,5.0,1.0,0.67,63.0,34.33,5.380952380952381,6.866
Erick Silva,95,1533.0,879.0,1314.0,689.0,2426.0,1054.0,464.0,392.0,22.0,52.0,18.0,82.0,40.0,6.097777777777778,538.0,88.90222222222222,2.849442379182156,14.57944606413994
Ericka Almeida,30,58.0,32.0,37.0,13.0,238.0,112.0,20.0,17.0,0.0,2.0,0.0,27.0,5.0,0.09555555555555556,22.0,29.904444444444444,2.6363636363636362,5.980888888888889
Erik Koch,50,315.0,155.0,290.0,135.0,1447.0,657.0,105.0,80.0,2.0,8.0,4.0,56.0,16.0,1.0666666666666667,115.0,48.93333333333333,2.739130434782609,9.786666666666665
Erik Perez,55,768.0,428.0,466.0,146.0,748.0,332.0,318.0,294.0,0.0,16.0,7.0,20.0,11.0,2.6222222222222222,334.0,52.37777777777778,2.2994011976047903,10.475555555555555
Ernest Chavez,35,412.0,249.0,263.0,110.0,228.0,116.0,74.0,70.0,0.0,8.0,4.0,10.0,7.0,0.5044444444444445,82.0,34.495555555555555,5.024390243902439,6.899111111111111
Eryk Anders,75,886.0,530.0,760.0,425.0,1874.0,867.0,303.0,219.0,1.0,52.0,22.0,70.0,22.0,2.8633333333333333,356.0,72.13666666666667,2.4887640449438204,14.427333333333333
Evan Dunham,95,5458.0,2725.0,4738.0,2128.0,3542.0,1577.0,505.0,416.0,11.0,137.0,46.0,139.0,47.0,7.358888888888889,653.0,87.64111111111112,8.358346094946402,11.909557602295033
Fabio Maldonado,60,1348.0,848.0,1118.0,657.0,819.0,371.0,246.0,192.0,0.0,1.0,1.0,32.0,15.0,0.5466666666666666,247.0,59.45333333333333,5.4574898785425106,11.890666666666666
Fabricio Werdum,135,5362.0,3373.0,4480.0,2559.0,2603.0,1359.0,964.0,870.0,11.0,128.0,28.0,53.0,20.0,6.006666666666667,1103.0,128.99333333333334,4.86128739800544,21.475027746947838
Felice Herrig,105,3328.0,1593.0,2533.0,908.0,3111.0,1332.0,882.0,731.0,35.0,76.0,28.0,48.0,29.0,8.971111111111112,993.0,96.02888888888889,3.351460221550856,10.704235818677235
Felipe Arantes,85,1381.0,672.0,1218.0,515.0,1260.0,489.0,341.0,250.0,22.0,48.0,21.0,58.0,25.0,3.531111111111111,411.0,81.46888888888888,3.3600973236009732,16.293777777777777
Felipe Silva,25,61.0,26.0,57.0,22.0,698.0,349.0,16.0,6.0,0.0,0.0,0.0,29.0,12.0,0.013333333333333334,16.0,24.986666666666668,3.8125,4.997333333333334
Fernando Bruno,30,64.0,39.0,45.0,22.0,102.0,36.0,10.0,8.0,0.0,10.0,3.0,21.0,4.0,0.20666666666666667,20.0,29.793333333333333,3.2,5.958666666666667
Francimar Barroso,105,2627.0,1672.0,1846.0,981.0,1251.0,586.0,597.0,473.0,0.0,256.0,50.0,21.0,6.0,4.633333333333334,853.0,100.36666666666666,3.0797186400937866,20.07333333333333
Francis Carmont,40,314.0,129.0,228.0,67.0,24.0,17.0,84.0,60.0,1.0,6.0,1.0,0.0,0.0,0.06222222222222222,91.0,39.937777777777775,3.4505494505494507,7.987555555555555
Francis Ngannou,80,1321.0,684.0,1103.0,492.0,2454.0,1397.0,181.0,96.0,5.0,1.0,0.0,71.0,25.0,0.14222222222222222,187.0,79.85777777777778,7.064171122994653,15.971555555555558
Francisco Rivera,65,1108.0,481.0,1008.0,381.0,1443.0,508.0,74.0,66.0,5.0,24.0,17.0,51.0,16.0,0.14888888888888888,103.0,64.85111111111111,10.757281553398059,12.970222222222223
Francisco Trevino,35,356.0,175.0,306.0,128.0,184.0,72.0,44.0,37.0,0.0,16.0,4.0,6.0,4.0,0.26,60.0,34.74,5.933333333333334,6.948
Francisco Trinaldo,175,9200.0,4639.0,7867.0,3407.0,6119.0,2536.0,1897.0,1501.0,15.0,153.0,64.0,163.0,60.0,16.85333333333333,2065.0,158.14666666666668,4.455205811138015,9.383702531645572
Frank Camacho,55,1418.0,740.0,1181.0,519.0,1322.0,529.0,49.0,40.0,0.0,16.0,8.0,41.0,12.0,0.52,65.0,54.48,21.815384615384616,10.895999999999999
Frank Mir,45,315.0,136.0,272.0,98.0,443.0,177.0,52.0,41.0,4.0,17.0,5.0,2.0,1.0,0.5911111111111111,73.0,44.40888888888889,4.315068493150685,8.881777777777778
Frankie Edgar,140,8127.0,4374.0,5985.0,2541.0,4586.0,2057.0,3638.0,2923.0,20.0,291.0,120.0,97.0,27.0,16.835555555555555,3949.0,123.16444444444444,2.05798936439605,7.315733896515312
Frankie Perez,50,239.0,132.0,198.0,92.0,519.0,203.0,66.0,59.0,3.0,15.0,4.0,22.0,12.0,0.5488888888888889,84.0,49.45111111111111,2.8452380952380953,9.890222222222222
Frankie Saenz,110,3429.0,1816.0,2730.0,1201.0,1277.0,478.0,842.0,641.0,5.0,89.0,26.0,40.0,14.0,8.717777777777778,936.0,101.28222222222222,3.6634615384615383,11.617894468518989
Fredy Serrano,50,432.0,141.0,364.0,88.0,284.0,70.0,66.0,51.0,0.0,42.0,13.0,8.0,2.0,0.45444444444444443,108.0,49.54555555555555,4.0,9.90911111111111
Gabriel Benitez,70,1790.0,931.0,1551.0,708.0,2035.0,794.0,356.0,271.0,8.0,12.0,12.0,103.0,42.0,5.4944444444444445,376.0,64.50555555555556,4.76063829787234,11.740141557128414
Gabriel Gonzaga,55,589.0,271.0,503.0,192.0,351.0,191.0,139.0,107.0,2.0,45.0,10.0,9.0,3.0,1.9466666666666668,186.0,53.053333333333335,3.1666666666666665,10.610666666666667
Gadzhimurad Antigulov,15,20.0,7.0,12.0,2.0,859.0,323.0,9.0,6.0,3.0,3.0,3.0,10.0,6.0,0.12,15.0,14.88,1.3333333333333333,2.976
Galore Bofando,10,25.0,10.0,25.0,10.0,888.0,371.0,4.0,2.0,0.0,1.0,1.0,9.0,5.0,0.0,5.0,10.0,5.0,2.0
Garett Whiteley,30,86.0,56.0,72.0,44.0,121.0,41.0,28.0,20.0,2.0,0.0,0.0,8.0,3.0,0.1511111111111111,30.0,29.84888888888889,2.8666666666666667,5.969777777777778
Garreth McLellan,60,1099.0,805.0,688.0,424.0,217.0,107.0,690.0,590.0,11.0,39.0,8.0,14.0,8.0,0.27444444444444444,740.0,59.72555555555556,1.4851351351351352,11.945111111111112
Gasan Umalatov,60,526.0,260.0,449.0,188.0,109.0,35.0,32.0,30.0,0.0,39.0,8.0,7.0,4.0,1.0611111111111111,71.0,58.93888888888889,7.408450704225352,11.787777777777778
Gavin Tucker,30,168.0,60.0,163.0,55.0,642.0,246.0,0.0,0.0,0.0,1.0,1.0,28.0,7.0,0.0,1.0,30.0,168.0,6.0
Geane Herrera,55,391.0,196.0,300.0,114.0,776.0,269.0,120.0,108.0,2.0,4.0,3.0,47.0,21.0,0.2111111111111111,126.0,54.78888888888889,3.1031746031746033,10.957777777777778
Gegard Mousasi,120,5351.0,3023.0,3647.0,1750.0,1821.0,837.0,2205.0,1605.0,23.0,75.0,48.0,58.0,21.0,17.785555555555554,2303.0,102.21444444444444,2.3234910985670862,5.747048166427188
Geoff Neal,20,80.0,47.0,73.0,40.0,859.0,353.0,18.0,12.0,1.0,0.0,0.0,12.0,5.0,0.022222222222222223,19.0,19.977777777777778,4.2105263157894735,3.9955555555555557
George Roop,35,307.0,158.0,255.0,116.0,196.0,51.0,140.0,106.0,0.0,4.0,4.0,5.0,0.0,0.0,144.0,35.0,2.1319444444444446,7.0
George Sullivan,75,3138.0,1602.0,2426.0,948.0,966.0,392.0,784.0,692.0,9.0,126.0,24.0,40.0,12.0,5.362222222222222,919.0,69.63777777777779,3.4145810663764964,12.986738499792791
Gerald Meerschaert,40,336.0,162.0,297.0,131.0,797.0,376.0,47.0,42.0,7.0,24.0,6.0,21.0,7.0,0.3711111111111111,78.0,39.62888888888889,4.3076923076923075,7.925777777777777
Germaine de Randamie,40,206.0,85.0,197.0,76.0,807.0,266.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.013333333333333334,0.0,39.986666666666665,206.0,7.997333333333333
Gian Villante,145,6783.0,3292.0,6218.0,2796.0,2461.0,1244.0,415.0,319.0,0.0,144.0,37.0,164.0,64.0,5.044444444444444,559.0,139.95555555555555,12.134168157423971,27.744493392070485
Gilbert Burns,95,3042.0,1490.0,2593.0,1092.0,1764.0,777.0,383.0,316.0,30.0,142.0,58.0,81.0,27.0,8.017777777777777,555.0,86.98222222222222,5.481081081081081,10.848669623059868
Gilbert Melendez,55,866.0,405.0,621.0,194.0,1936.0,755.0,51.0,45.0,0.0,31.0,3.0,32.0,3.0,0.31333333333333335,82.0,54.68666666666667,10.560975609756097,10.937333333333333
Gillian Robertson,20,76.0,34.0,62.0,21.0,0.0,0.0,30.0,25.0,3.0,6.0,4.0,0.0,0.0,0.5388888888888889,39.0,19.461111111111112,1.9487179487179487,3.8922222222222222
Gina Mazany,35,259.0,202.0,69.0,38.0,539.0,258.0,127.0,106.0,0.0,7.0,5.0,28.0,11.0,0.5077777777777778,134.0,34.492222222222225,1.9328358208955223,6.898444444444445
Glaico Franca,30,273.0,163.0,184.0,79.0,387.0,127.0,86.0,78.0,8.0,28.0,14.0,2.0,0.0,1.6655555555555555,122.0,28.334444444444443,2.237704918032787,5.666888888888889
Gleison Tibau,75,1891.0,899.0,1510.0,580.0,1215.0,501.0,342.0,284.0,2.0,124.0,61.0,70.0,29.0,3.66,468.0,71.34,4.0405982905982905,14.268
Glover Teixeira,135,5036.0,2804.0,3923.0,1861.0,3227.0,1522.0,1414.0,1129.0,11.0,161.0,47.0,188.0,94.0,13.426666666666666,1586.0,121.57333333333334,3.1752837326607817,9.054617676266139
Godofredo Pepey,55,836.0,402.0,623.0,233.0,1948.0,816.0,299.0,227.0,24.0,26.0,2.0,110.0,42.0,0.8466666666666667,349.0,54.153333333333336,2.3954154727793697,10.830666666666668
Gokhan Saki,10,66.0,40.0,66.0,40.0,545.0,251.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.017777777777777778,0.0,9.982222222222223,66.0,1.9964444444444447
Gray Maynard,80,935.0,430.0,776.0,289.0,1332.0,632.0,182.0,144.0,5.0,120.0,38.0,78.0,20.0,2.8022222222222224,307.0,77.19777777777777,3.045602605863192,15.439555555555554
Gregor Gillespie,45,950.0,605.0,577.0,290.0,780.0,329.0,547.0,439.0,2.0,92.0,29.0,58.0,30.0,4.956666666666667,641.0,40.04333333333334,1.4820592823712948,8.008666666666667
Guido Cannetti,45,398.0,224.0,360.0,188.0,565.0,227.0,53.0,37.0,0.0,22.0,12.0,7.0,6.0,0.7633333333333333,75.0,44.236666666666665,5.306666666666667,8.847333333333333
Gunnar Nelson,85,1234.0,783.0,969.0,551.0,2687.0,1155.0,431.0,367.0,20.0,42.0,26.0,69.0,24.0,2.5433333333333334,493.0,82.45666666666666,2.5030425963488843,16.491333333333333
Guto Inocente,10,10.0,8.0,8.0,6.0,27.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,2.0
Hacran Dias,90,1382.0,797.0,1008.0,461.0,1418.0,538.0,276.0,225.0,4.0,94.0,43.0,79.0,24.0,5.83,374.0,84.17,3.695187165775401,14.437392795883362
Hakeem Dawodu,20,3.0,3.0,3.0,3.0,538.0,230.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.006666666666666667,0.0,19.993333333333332,3.0,3.9986666666666664
Hans Stringer,30,365.0,274.0,200.0,121.0,262.0,152.0,168.0,139.0,0.0,19.0,5.0,2.0,2.0,1.2566666666666666,187.0,28.743333333333332,1.9518716577540107,5.748666666666667
Hatsu Hioki,35,285.0,135.0,199.0,69.0,297.0,134.0,79.0,59.0,4.0,16.0,11.0,8.0,3.0,1.6877777777777778,99.0,33.312222222222225,2.878787878787879,6.662444444444445
Hayder Hassan,15,15.0,7.0,11.0,3.0,57.0,28.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,7.5,3.0
Heather Jo Clark,45,491.0,304.0,350.0,182.0,169.0,66.0,47.0,35.0,2.0,25.0,2.0,0.0,0.0,0.04666666666666667,74.0,44.95333333333333,6.635135135135135,8.990666666666666
Hector Lombard,105,2899.0,1704.0,2335.0,1159.0,3399.0,1556.0,828.0,720.0,8.0,107.0,68.0,197.0,75.0,1.1111111111111112,943.0,103.88888888888889,3.0742311770943798,20.77777777777778
Hector Sandoval,30,270.0,160.0,223.0,113.0,1375.0,550.0,34.0,30.0,4.0,32.0,7.0,149.0,51.0,0.2688888888888889,70.0,29.73111111111111,3.857142857142857,5.9462222222222225
Hector Urbina,25,51.0,30.0,39.0,18.0,190.0,106.0,10.0,9.0,7.0,0.0,0.0,16.0,14.0,0.30444444444444446,17.0,24.695555555555554,3.0,4.939111111111111
Henrique da Silva,55,1312.0,827.0,1144.0,674.0,548.0,162.0,315.0,267.0,4.0,9.0,3.0,9.0,6.0,1.5755555555555556,328.0,53.42444444444445,4.0,10.684888888888889
Henry Briones,60,973.0,469.0,858.0,367.0,1521.0,597.0,111.0,80.0,4.0,2.0,0.0,74.0,24.0,0.17777777777777778,117.0,59.82222222222222,8.316239316239317,11.964444444444444
Henry Cejudo,130,5283.0,2943.0,4071.0,1845.0,4754.0,2059.0,668.0,490.0,7.0,204.0,72.0,233.0,113.0,8.411111111111111,879.0,121.58888888888889,6.010238907849829,14.455746367239101
Hernani Perpetuo,30,99.0,26.0,93.0,21.0,66.0,30.0,8.0,6.0,1.0,1.0,0.0,4.0,3.0,0.09111111111111111,10.0,29.90888888888889,9.9,5.981777777777777
Holly Holm,170,6042.0,2198.0,5677.0,1871.0,2117.0,1028.0,103.0,74.0,0.0,40.0,13.0,42.0,16.0,0.48444444444444446,143.0,169.51555555555555,42.25174825174825,33.90311111111111
Horacio Gutierrez,20,45.0,16.0,38.0,10.0,219.0,115.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,20.0,9.0,4.0
Hugo Viana,45,522.0,180.0,514.0,173.0,162.0,81.0,8.0,3.0,0.0,0.0,0.0,7.0,4.0,0.017777777777777778,8.0,44.98222222222222,65.25,8.996444444444444
Humberto Bandenay,10,7.0,5.0,7.0,5.0,717.0,312.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,10.0,3.5,2.0
Hyun Gyu Lim,60,1283.0,587.0,1248.0,556.0,687.0,310.0,68.0,60.0,4.0,0.0,0.0,34.0,15.0,0.2733333333333333,72.0,59.72666666666667,17.819444444444443,11.945333333333334
Ian Entwistle,15,20.0,2.0,20.0,2.0,222.0,77.0,0.0,0.0,9.0,4.0,0.0,3.0,1.0,0.0,13.0,15.0,1.5384615384615385,3.0
Ian McCall,30,176.0,112.0,119.0,56.0,522.0,209.0,39.0,37.0,0.0,7.0,3.0,12.0,6.0,0.3488888888888889,46.0,29.65111111111111,3.8260869565217392,5.930222222222222
Igor Araujo,40,428.0,284.0,94.0,32.0,540.0,173.0,386.0,270.0,2.0,13.0,2.0,23.0,6.0,2.6133333333333333,401.0,37.38666666666667,1.0673316708229426,7.477333333333334
Igor Pokrajac,20,7.0,4.0,6.0,3.0,179.0,84.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,20.0,7.0,4.0
Ildemar Alcantara,60,573.0,306.0,466.0,215.0,36.0,27.0,169.0,127.0,0.0,26.0,14.0,1.0,1.0,1.8055555555555556,195.0,58.19444444444444,2.9384615384615387,11.63888888888889
Ilir Latifi,70,692.0,371.0,608.0,319.0,2344.0,1051.0,132.0,87.0,16.0,66.0,28.0,103.0,37.0,0.9888888888888889,214.0,69.0111111111111,3.2336448598130842,13.802222222222222
Ion Cutelaba,55,1636.0,491.0,1611.0,468.0,538.0,328.0,64.0,41.0,0.0,21.0,12.0,16.0,10.0,1.2444444444444445,85.0,53.75555555555555,19.24705882352941,10.751111111111111
Irene Aldana,60,1474.0,642.0,1385.0,562.0,1439.0,523.0,90.0,74.0,0.0,5.0,4.0,15.0,3.0,0.2311111111111111,95.0,59.76888888888889,15.51578947368421,11.953777777777777
Isaac Vallie-Flagg,45,469.0,264.0,376.0,172.0,0.0,0.0,76.0,76.0,0.0,4.0,1.0,0.0,0.0,0.06666666666666667,80.0,44.93333333333333,5.8625,8.986666666666666
Islam Makhachev,55,969.0,633.0,489.0,301.0,1317.0,611.0,527.0,395.0,11.0,47.0,37.0,112.0,50.0,8.955555555555556,585.0,46.044444444444444,1.6564102564102565,5.141439205955335
Israel Adesanya,50,322.0,207.0,273.0,161.0,1219.0,533.0,3.0,3.0,0.0,1.0,0.0,33.0,11.0,0.0,4.0,50.0,80.5,10.0
Iuri Alcantara,130,5190.0,2979.0,4026.0,1971.0,2912.0,1162.0,1833.0,1454.0,14.0,118.0,63.0,98.0,26.0,10.348888888888888,1965.0,119.6511111111111,2.6412213740458017,11.561735022546705
Ivan Jorge,35,409.0,177.0,382.0,151.0,52.0,21.0,16.0,15.0,3.0,28.0,3.0,0.0,0.0,0.5588888888888889,47.0,34.44111111111111,8.702127659574469,6.888222222222223
JC Cottrell,20,78.0,39.0,53.0,14.0,239.0,98.0,24.0,24.0,0.0,0.0,0.0,34.0,7.0,0.19111111111111112,24.0,19.808888888888887,3.25,3.9617777777777774
JJ Aldrich,60,1137.0,596.0,883.0,343.0,720.0,282.0,102.0,97.0,0.0,5.0,1.0,31.0,7.0,0.19111111111111112,107.0,59.80888888888889,10.626168224299066,11.961777777777778
Jacare Souza,90,2206.0,1387.0,1449.0,742.0,3299.0,1568.0,1124.0,939.0,40.0,168.0,64.0,84.0,32.0,19.523333333333333,1332.0,70.47666666666666,1.6561561561561562,3.6098685333788625
Jack Hermansson,55,1445.0,881.0,1199.0,646.0,2188.0,986.0,288.0,234.0,0.0,37.0,10.0,84.0,25.0,2.066666666666667,325.0,52.93333333333333,4.446153846153846,10.586666666666666
Jack Marshman,40,648.0,255.0,582.0,213.0,1052.0,472.0,101.0,56.0,0.0,0.0,0.0,69.0,32.0,0.03333333333333333,101.0,39.96666666666667,6.415841584158416,7.993333333333334
Jack May,20,24.0,23.0,6.0,5.0,46.0,15.0,21.0,21.0,0.0,3.0,1.0,2.0,0.0,0.22666666666666666,24.0,19.773333333333333,1.0,3.9546666666666668
Jake Collier,70,1505.0,653.0,1322.0,499.0,404.0,183.0,101.0,79.0,6.0,30.0,12.0,11.0,2.0,2.2144444444444447,137.0,67.78555555555556,10.985401459854014,13.557111111111112
Jake Ellenberger,80,2522.0,1023.0,2256.0,782.0,4511.0,2112.0,173.0,140.0,7.0,72.0,28.0,42.0,21.0,1.5222222222222221,252.0,78.47777777777777,10.007936507936508,15.695555555555554
Jake Lindsey,30,399.0,316.0,202.0,122.0,116.0,45.0,77.0,73.0,0.0,5.0,1.0,9.0,2.0,0.0,82.0,30.0,4.865853658536586,6.0
Jake Matthews,110,4268.0,2639.0,3056.0,1517.0,3313.0,1343.0,2038.0,1719.0,28.0,202.0,76.0,123.0,41.0,15.477777777777778,2268.0,94.52222222222223,1.8818342151675485,6.106963388370423
James Bochnovic,15,35.0,15.0,24.0,5.0,60.0,30.0,10.0,10.0,0.0,1.0,0.0,5.0,2.0,0.0,11.0,15.0,3.1818181818181817,3.0
James Krause,95,3382.0,1567.0,3108.0,1365.0,2288.0,1009.0,243.0,153.0,12.0,137.0,13.0,74.0,31.0,2.361111111111111,392.0,92.63888888888889,8.627551020408163,18.52777777777778
James Moontasri,65,1379.0,917.0,709.0,355.0,942.0,366.0,801.0,564.0,4.0,1.0,0.0,59.0,21.0,4.792222222222223,806.0,60.20777777777778,1.7109181141439207,12.041555555555556
James Te Huna,10,21.0,17.0,10.0,6.0,1.0,0.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.015555555555555555,8.0,9.984444444444444,2.625,1.9968888888888887
James Vick,105,5773.0,2448.0,5329.0,2004.0,3650.0,1624.0,371.0,350.0,19.0,26.0,5.0,89.0,35.0,1.4555555555555555,416.0,103.54444444444445,13.877403846153847,20.70888888888889
Jamie Moyle,45,511.0,313.0,398.0,226.0,417.0,169.0,93.0,68.0,0.0,21.0,6.0,11.0,9.0,0.7422222222222222,114.0,44.257777777777775,4.482456140350878,8.851555555555555
Jamie Varner,20,277.0,111.0,222.0,79.0,127.0,49.0,55.0,30.0,2.0,1.0,1.0,4.0,0.0,0.43555555555555553,58.0,19.564444444444444,4.775862068965517,3.912888888888889
Jan Blachowicz,130,4622.0,2660.0,3670.0,1845.0,2458.0,1302.0,1282.0,998.0,10.0,87.0,47.0,115.0,51.0,7.27,1379.0,122.73,3.351704133430022,16.881705639614857
Jared Cannonier,75,1379.0,860.0,1191.0,688.0,1549.0,700.0,210.0,198.0,0.0,10.0,2.0,39.0,16.0,0.7422222222222222,220.0,74.25777777777778,6.2681818181818185,14.851555555555555
Jared Gordon,30,649.0,393.0,452.0,235.0,732.0,296.0,338.0,258.0,0.0,19.0,10.0,44.0,15.0,1.64,357.0,28.36,1.8179271708683473,5.672
Jared Rosholt,95,2367.0,1869.0,964.0,615.0,591.0,274.0,1636.0,1426.0,2.0,85.0,37.0,27.0,8.0,6.303333333333334,1723.0,88.69666666666667,1.3737666860127684,14.071390798519301
Jarjis Danho,30,108.0,55.0,88.0,38.0,79.0,61.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,30.0,108.0,6.0
Jarred Brooks,55,565.0,302.0,413.0,172.0,128.0,53.0,181.0,153.0,3.0,51.0,31.0,19.0,10.0,2.42,235.0,52.58,2.404255319148936,10.516
Jason Gonzalez,20,78.0,24.0,78.0,24.0,457.0,175.0,0.0,0.0,1.0,0.0,0.0,37.0,10.0,0.02,1.0,19.98,78.0,3.996
Jason Knight,105,4005.0,1730.0,3527.0,1300.0,2953.0,1239.0,776.0,694.0,52.0,110.0,41.0,127.0,47.0,5.3533333333333335,938.0,99.64666666666666,4.269722814498934,18.613947696139476
Jason Novelli,25,29.0,9.0,28.0,8.0,392.0,183.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,25.0,29.0,5.0
Jason Saggo,65,1121.0,611.0,761.0,341.0,1179.0,509.0,578.0,393.0,0.0,85.0,36.0,100.0,38.0,3.7755555555555556,663.0,61.224444444444444,1.6907993966817496,12.24488888888889
Jenel Lausa,55,536.0,292.0,419.0,193.0,630.0,207.0,142.0,112.0,5.0,5.0,4.0,43.0,14.0,0.48,152.0,54.52,3.526315789473684,10.904
Jeremy Kennedy,55,686.0,398.0,455.0,214.0,728.0,345.0,294.0,235.0,0.0,74.0,39.0,38.0,16.0,3.522222222222222,368.0,51.477777777777774,1.8641304347826086,10.295555555555556
Jeremy Kimball,20,115.0,61.0,107.0,53.0,277.0,171.0,27.0,17.0,0.0,4.0,1.0,4.0,0.0,0.11222222222222222,31.0,19.887777777777778,3.7096774193548385,3.9775555555555555
Jeremy Stephens,170,9853.0,4047.0,9268.0,3524.0,5202.0,2119.0,627.0,499.0,5.0,161.0,11.0,129.0,46.0,3.4555555555555557,793.0,166.54444444444445,12.424968474148802,33.30888888888889
Jerrod Sanders,35,76.0,58.0,35.0,23.0,591.0,236.0,52.0,43.0,3.0,10.0,3.0,34.0,15.0,1.1377777777777778,65.0,33.86222222222222,1.1692307692307693,6.772444444444444
Jessamyn Duke,35,364.0,144.0,360.0,140.0,567.0,171.0,6.0,4.0,0.0,12.0,6.0,8.0,0.0,0.09777777777777778,18.0,34.90222222222222,20.22222222222222,6.980444444444444
Jesse Ronson,30,129.0,56.0,126.0,53.0,142.0,39.0,0.0,0.0,0.0,2.0,0.0,8.0,1.0,0.0,2.0,30.0,64.5,6.0
Jessica Aguilar,45,574.0,278.0,484.0,197.0,860.0,359.0,86.0,68.0,0.0,11.0,4.0,26.0,14.0,0.7666666666666667,97.0,44.233333333333334,5.917525773195877,8.846666666666668
Jessica Andrade,140,9532.0,5616.0,7267.0,3606.0,6494.0,2961.0,2809.0,2344.0,32.0,248.0,137.0,132.0,51.0,17.48111111111111,3089.0,122.51888888888888,3.0857882809970865,7.008644250937519
Jessica Eye,115,3943.0,1936.0,3337.0,1368.0,1603.0,757.0,428.0,405.0,10.0,8.0,7.0,37.0,13.0,3.013333333333333,446.0,111.98666666666666,8.840807174887892,22.397333333333332
Jessica Penne,55,772.0,366.0,561.0,194.0,1010.0,399.0,261.0,207.0,0.0,52.0,12.0,21.0,12.0,2.63,313.0,52.37,2.466453674121406,10.474
Jessica-Rose Clark,45,484.0,294.0,446.0,257.0,1763.0,766.0,72.0,67.0,3.0,9.0,6.0,33.0,14.0,1.781111111111111,84.0,43.21888888888889,5.761904761904762,8.643777777777778
Jessin Ayari,30,174.0,72.0,172.0,70.0,129.0,74.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0022222222222222222,3.0,29.997777777777777,58.0,5.999555555555555
Ji Yeon Kim,45,552.0,198.0,539.0,188.0,635.0,311.0,8.0,0.0,0.0,2.0,0.0,15.0,4.0,0.21333333333333335,10.0,44.78666666666667,55.2,8.957333333333334
