Name,estimated_minutes,Total (R1-R5) Strikes Attempts,Total (R1-R5) Strikes Landed,Total (R1-R5) Significant Strikes Attempts,Total (R1-R5) Significant Strikes Landed,Opponent Total (R1-R5) Significant Strikes Attempts,Opponent Total (R1-R5) Significant Strikes Landed,Total (R1-R5) Ground Total Strikes_Attempts,Total (R1-R5) Ground Total Strikes_Landed,Total_R1-R5_Grappling_Submissions_Attempts,Total (R1-R5) Grappling Takedowns Attempts,Total (R1-R5) Grappling Takedowns Landed,Opponent Total (R1-R5) Grappling Takedowns Attempts,Opponent Total (R1-R5) Grappling Takedowns Landed,Total (R1-R5) Grappling Time,Total (R1-R5) Grappling Actions(Grd. Strikes + (Sub & TD Attempts),"Total (R1-R5) Striking, Standing, and Clinch Time",Total Striking Attempts to Grappling Action Attempts Ratio,Total Striking Time to Grappling Action Time Ratio
Phil Davis,45,550.0,173.0,463.0,95.0,371.0,176.0,102.0,88.0,0.0,34.0,9.0,45.0,16.0,0.7444444444444445,136.0,44.25555555555555,4.044117647058823,8.851111111111111
Phil Harris,20,5.0,4.0,4.0,3.0,114.0,47.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,20.0,2.5,4.0
Phillipe Nover,60,535.0,256.0,367.0,115.0,1223.0,455.0,106.0,93.0,0.0,46.0,18.0,28.0,8.0,0.0,152.0,60.0,3.5197368421052633,12.0
Piotr Hallmann,55,909.0,559.0,616.0,301.0,215.0,87.0,273.0,235.0,3.0,36.0,14.0,27.0,12.0,2.2044444444444444,312.0,52.79555555555555,2.9134615384615383,10.559111111111111
Poliana Botelho,20,212.0,157.0,105.0,67.0,396.0,172.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,0.017777777777777778,2.0,19.982222222222223,106.0,3.9964444444444447
Polo Reyes,45,1488.0,651.0,1395.0,561.0,779.0,302.0,168.0,139.0,0.0,0.0,0.0,11.0,3.0,1.2044444444444444,168.0,43.79555555555555,8.857142857142858,8.75911111111111
Polyana Viana,20,35.0,25.0,18.0,12.0,476.0,183.0,23.0,18.0,3.0,2.0,1.0,5.0,1.0,0.1288888888888889,28.0,19.871111111111112,1.25,3.9742222222222225
Rachael Ostovich,20,15.0,5.0,13.0,3.0,17.0,6.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.08,4.0,19.92,3.75,3.9840000000000004
Rafael Dos Anjos,100,6079.0,3550.0,5034.0,2587.0,5071.0,2378.0,1504.0,1246.0,23.0,137.0,83.0,196.0,87.0,17.395555555555557,1664.0,82.60444444444444,3.6532451923076925,4.748594787940725
Rafael Feijao,45,141.0,64.0,119.0,43.0,553.0,284.0,24.0,20.0,0.0,0.0,0.0,47.0,23.0,0.0,24.0,45.0,5.875,9.0
Rafael Natal,100,3395.0,1895.0,2674.0,1267.0,1395.0,622.0,776.0,568.0,0.0,253.0,75.0,22.0,8.0,7.983333333333333,1029.0,92.01666666666667,3.2993197278911564,11.526096033402922
Rafael dos Anjos,75,1393.0,868.0,1051.0,542.0,905.0,434.0,434.0,378.0,12.0,27.0,21.0,21.0,8.0,4.116666666666666,473.0,70.88333333333334,2.9450317124735728,14.176666666666668
Ramazan Emeev,45,268.0,156.0,226.0,115.0,1031.0,480.0,27.0,20.0,0.0,24.0,5.0,22.0,4.0,0.5955555555555555,51.0,44.404444444444444,5.254901960784314,8.880888888888888
Ramsey Nijem,45,753.0,436.0,499.0,224.0,31.0,16.0,338.0,267.0,5.0,27.0,19.0,1.0,1.0,2.09,370.0,42.91,2.035135135135135,8.581999999999999
Randa Markos,140,6622.0,3729.0,4558.0,1855.0,2022.0,922.0,2109.0,1881.0,14.0,212.0,60.0,79.0,27.0,14.795555555555556,2335.0,125.20444444444445,2.8359743040685226,8.462300991288675
Randy Brown,90,1736.0,898.0,1469.0,657.0,1031.0,383.0,209.0,162.0,15.0,45.0,14.0,41.0,20.0,3.6944444444444446,269.0,86.30555555555556,6.4535315985130115,17.261111111111113
Rani Yahya,100,2395.0,1241.0,1788.0,699.0,1858.0,797.0,680.0,585.0,41.0,230.0,95.0,66.0,25.0,16.263333333333332,951.0,83.73666666666666,2.518401682439537,5.148800983808158
Raphael Assuncao,105,3354.0,1570.0,3186.0,1420.0,2785.0,1194.0,270.0,211.0,0.0,58.0,28.0,82.0,32.0,0.36,328.0,104.64,10.225609756097562,20.928
Raquel Pennington,115,3241.0,1749.0,2763.0,1302.0,1973.0,934.0,323.0,275.0,29.0,89.0,35.0,65.0,19.0,2.5844444444444443,441.0,112.41555555555556,7.349206349206349,22.48311111111111
Rashad Coulter,25,194.0,91.0,185.0,82.0,339.0,119.0,5.0,3.0,0.0,2.0,0.0,7.0,0.0,0.03,7.0,24.97,27.714285714285715,4.994
Rashad Evans,55,855.0,284.0,807.0,244.0,2453.0,1098.0,4.0,3.0,0.0,28.0,4.0,91.0,35.0,0.15777777777777777,32.0,54.84222222222222,26.71875,10.968444444444444
Rashid Magomedov,90,2121.0,1197.0,1860.0,956.0,1569.0,703.0,177.0,149.0,5.0,12.0,8.0,49.0,20.0,0.03777777777777778,194.0,89.96222222222222,10.93298969072165,17.992444444444445
Ray Borg,120,1498.0,1002.0,855.0,433.0,2252.0,1164.0,997.0,800.0,56.0,150.0,89.0,138.0,64.0,23.113333333333333,1203.0,96.88666666666667,1.2452202826267664,4.191808479953851
Reginaldo Vieira,40,430.0,289.0,266.0,138.0,152.0,61.0,190.0,169.0,4.0,6.0,3.0,5.0,2.0,1.1222222222222222,200.0,38.87777777777778,2.15,7.775555555555556
Renan Barao,140,5845.0,2141.0,5411.0,1766.0,2939.0,1292.0,384.0,299.0,6.0,102.0,33.0,99.0,33.0,2.18,492.0,137.82,11.880081300813009,27.564
Renato Moicano,75,2197.0,1025.0,2129.0,960.0,3374.0,1519.0,94.0,86.0,5.0,29.0,15.0,56.0,15.0,1.3888888888888888,128.0,73.61111111111111,17.1640625,14.722222222222223
Reza Madadi,60,539.0,226.0,484.0,181.0,903.0,322.0,15.0,13.0,0.0,52.0,7.0,53.0,12.0,0.21333333333333335,67.0,59.78666666666667,8.044776119402986,11.957333333333334
Ricardo Abreu,25,111.0,43.0,101.0,33.0,35.0,15.0,13.0,10.0,1.0,0.0,0.0,3.0,2.0,0.04888888888888889,14.0,24.95111111111111,7.928571428571429,4.990222222222222
Ricardo Lamas,115,4126.0,1878.0,3679.0,1454.0,3731.0,1629.0,472.0,334.0,18.0,201.0,45.0,135.0,58.0,6.551111111111111,691.0,108.44888888888889,5.971056439942113,16.55427408412483
Ricardo Ramos,45,295.0,155.0,270.0,132.0,605.0,253.0,64.0,42.0,2.0,7.0,3.0,27.0,13.0,0.3055555555555556,73.0,44.69444444444444,4.041095890410959,8.938888888888888
Richard Walsh,80,2302.0,1537.0,1560.0,853.0,519.0,242.0,472.0,417.0,0.0,48.0,26.0,11.0,2.0,2.0444444444444443,520.0,77.95555555555555,4.426923076923077,15.59111111111111
Richardson Moreira,20,5.0,4.0,4.0,3.0,152.0,72.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,20.0,5.0,4.0
Richie Vaculik,45,317.0,194.0,242.0,128.0,779.0,273.0,70.0,61.0,5.0,32.0,10.0,27.0,6.0,1.8377777777777777,107.0,43.16222222222222,2.9626168224299065,8.632444444444443
Rick Glenn,75,1693.0,829.0,1526.0,686.0,2294.0,999.0,403.0,285.0,2.0,63.0,8.0,113.0,39.0,1.6866666666666668,468.0,73.31333333333333,3.6175213675213675,14.662666666666667
Rick Story,75,1760.0,882.0,1510.0,646.0,1325.0,643.0,242.0,194.0,3.0,24.0,11.0,26.0,9.0,3.1155555555555554,269.0,71.88444444444444,6.5427509293680295,14.376888888888889
Ricky Simon,45,332.0,156.0,303.0,130.0,118.0,47.0,39.0,37.0,1.0,45.0,30.0,23.0,11.0,8.453333333333333,85.0,36.54666666666667,3.9058823529411764,4.323343848580442
Rin Nakai,30,86.0,52.0,47.0,16.0,457.0,170.0,10.0,8.0,0.0,19.0,3.0,12.0,1.0,0.11777777777777777,29.0,29.88222222222222,2.9655172413793105,5.976444444444445
Roan Carneiro,40,118.0,49.0,105.0,36.0,916.0,429.0,13.0,13.0,3.0,6.0,2.0,50.0,17.0,0.4211111111111111,22.0,39.57888888888889,5.363636363636363,7.9157777777777785
Rob Font,75,2318.0,1093.0,2223.0,1011.0,3176.0,1323.0,150.0,122.0,13.0,66.0,17.0,46.0,16.0,1.1622222222222223,229.0,73.83777777777777,10.12227074235808,14.767555555555555
Rob Whiteford,50,412.0,247.0,287.0,141.0,640.0,193.0,98.0,73.0,0.0,45.0,16.0,32.0,2.0,2.068888888888889,143.0,47.93111111111111,2.8811188811188813,9.586222222222222
Rob Wilkinson,20,58.0,34.0,46.0,24.0,138.0,84.0,2.0,1.0,0.0,5.0,2.0,3.0,3.0,0.042222222222222223,7.0,19.95777777777778,8.285714285714286,3.9915555555555557
Robbie Lawler,185,7728.0,3833.0,7261.0,3375.0,3547.0,1645.0,579.0,488.0,0.0,20.0,12.0,79.0,35.0,1.6955555555555555,599.0,183.30444444444444,12.901502504173623,36.66088888888889
Robert Peralta,35,317.0,165.0,254.0,102.0,155.0,78.0,36.0,36.0,0.0,2.0,2.0,13.0,3.0,0.3333333333333333,38.0,34.666666666666664,8.342105263157896,6.933333333333333
Robert Whittaker,130,5446.0,2574.0,4909.0,2076.0,3017.0,1494.0,728.0,562.0,0.0,32.0,20.0,194.0,74.0,6.118888888888889,760.0,123.88111111111111,7.16578947368421,20.245687307063736
Roberto Sanchez,25,41.0,26.0,15.0,6.0,777.0,286.0,32.0,22.0,1.0,5.0,5.0,30.0,19.0,0.7222222222222222,38.0,24.27777777777778,1.0789473684210527,4.855555555555556
Rodrigo Damm,60,924.0,348.0,895.0,335.0,241.0,118.0,39.0,17.0,3.0,16.0,3.0,3.0,1.0,0.12,58.0,59.88,15.931034482758621,11.976
Rodrigo de Lima,25,41.0,30.0,14.0,5.0,396.0,143.0,28.0,26.0,2.0,3.0,1.0,16.0,5.0,0.4822222222222222,33.0,24.517777777777777,1.2424242424242424,4.903555555555555
Roger Narvaez,35,173.0,70.0,154.0,54.0,535.0,213.0,35.0,25.0,2.0,2.0,0.0,14.0,6.0,0.4955555555555556,39.0,34.504444444444445,4.435897435897436,6.900888888888889
Rogerio Nogueira,50,692.0,303.0,634.0,252.0,2178.0,1001.0,62.0,55.0,3.0,0.0,0.0,112.0,50.0,0.06888888888888889,65.0,49.931111111111115,10.646153846153846,9.986222222222223
Roland Delorme,20,44.0,25.0,20.0,2.0,0.0,0.0,25.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,26.0,20.0,1.6923076923076923,4.0
Rolando Dy,50,485.0,202.0,464.0,182.0,1303.0,559.0,26.0,20.0,0.0,13.0,3.0,17.0,9.0,0.18777777777777777,39.0,49.812222222222225,12.435897435897436,9.962444444444445
Roldan Sangcha-an,25,85.0,40.0,81.0,36.0,54.0,22.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.08888888888888889,4.0,24.91111111111111,21.25,4.982222222222222
Roman Salazar,25,65.0,25.0,61.0,22.0,154.0,72.0,4.0,3.0,0.0,6.0,1.0,4.0,3.0,0.02,10.0,24.98,6.5,4.996
Ron Stallings,30,163.0,107.0,120.0,70.0,220.0,93.0,3.0,2.0,0.0,0.0,0.0,5.0,4.0,0.042222222222222223,3.0,29.95777777777778,54.333333333333336,5.991555555555555
Ronda Rousey,35,347.0,220.0,308.0,181.0,1111.0,526.0,53.0,53.0,3.0,5.0,4.0,15.0,9.0,0.08222222222222222,61.0,34.91777777777778,5.688524590163935,6.983555555555556
Rony Jason,55,357.0,172.0,306.0,121.0,552.0,253.0,23.0,23.0,5.0,18.0,6.0,53.0,18.0,0.5422222222222223,46.0,54.45777777777778,7.760869565217392,10.891555555555556
Rory MacDonald,95,1915.0,782.0,1746.0,627.0,1413.0,694.0,209.0,175.0,0.0,16.0,5.0,12.0,7.0,0.07111111111111111,225.0,94.92888888888889,8.511111111111111,18.985777777777777
Rose Namajunas,115,2813.0,1351.0,2439.0,1062.0,5675.0,2935.0,674.0,483.0,28.0,113.0,69.0,47.0,19.0,2.6055555555555556,815.0,112.39444444444445,3.4515337423312884,22.47888888888889
Ross Pearson,190,8978.0,4082.0,8116.0,3319.0,5012.0,2215.0,536.0,416.0,0.0,70.0,43.0,64.0,28.0,2.752222222222222,606.0,187.24777777777777,14.815181518151816,37.449555555555555
Roxanne Modafferi,35,433.0,154.0,403.0,132.0,236.0,71.0,25.0,20.0,1.0,9.0,2.0,0.0,0.0,0.17333333333333334,35.0,34.82666666666667,12.371428571428572,6.965333333333334
Roy Nelson,110,2202.0,1039.0,1913.0,778.0,790.0,489.0,151.0,125.0,0.0,120.0,36.0,42.0,17.0,2.9044444444444446,271.0,107.09555555555555,8.125461254612546,21.41911111111111
Royston Wee,40,314.0,256.0,53.0,34.0,91.0,31.0,282.0,238.0,0.0,18.0,15.0,3.0,2.0,4.544444444444444,300.0,35.455555555555556,1.0466666666666666,7.091111111111111
Ruan Potts,20,61.0,34.0,35.0,10.0,58.0,35.0,17.0,16.0,4.0,3.0,0.0,4.0,2.0,0.03111111111111111,24.0,19.968888888888888,2.5416666666666665,3.9937777777777774
Ruslan Magomedov,45,389.0,167.0,379.0,157.0,168.0,82.0,4.0,4.0,0.0,1.0,1.0,10.0,6.0,0.005555555555555556,5.0,44.99444444444445,77.8,8.998888888888889
Russell Doane,85,2526.0,1512.0,1542.0,650.0,1178.0,480.0,1282.0,1060.0,19.0,122.0,52.0,74.0,30.0,14.12888888888889,1423.0,70.8711111111111,1.7751229796205201,5.016042780748663
Rustam Khabilov,125,2957.0,1383.0,2378.0,929.0,1932.0,839.0,881.0,711.0,0.0,240.0,106.0,132.0,53.0,10.58,1121.0,114.42,2.6378233719892954,10.814744801512287
Ryan Bader,100,2533.0,1323.0,1825.0,711.0,958.0,383.0,882.0,726.0,5.0,234.0,94.0,51.0,20.0,3.692222222222222,1121.0,96.30777777777777,2.2595896520963428,19.261555555555553
Ryan Benoit,60,629.0,234.0,587.0,200.0,735.0,251.0,101.0,58.0,0.0,10.0,4.0,18.0,6.0,0.3688888888888889,111.0,59.63111111111111,5.666666666666667,11.926222222222222
Ryan Hall,30,201.0,169.0,41.0,23.0,173.0,66.0,147.0,133.0,1.0,3.0,1.0,28.0,7.0,0.7666666666666667,151.0,29.233333333333334,1.3311258278145695,5.846666666666667
Ryan Janes,50,970.0,436.0,847.0,335.0,522.0,230.0,66.0,38.0,0.0,2.0,2.0,24.0,10.0,0.94,68.0,49.06,14.264705882352942,9.812000000000001
Ryan Jimmo,30,122.0,77.0,93.0,55.0,68.0,37.0,6.0,6.0,0.0,3.0,2.0,9.0,4.0,0.0,9.0,30.0,13.555555555555555,6.0
Ryan LaFlare,110,2676.0,1380.0,2142.0,890.0,1994.0,802.0,552.0,489.0,0.0,72.0,28.0,164.0,58.0,3.698888888888889,624.0,106.30111111111111,4.288461538461538,21.26022222222222
Ryan Spann,20,2.0,1.0,2.0,1.0,244.0,102.0,0.0,0.0,0.0,0.0,0.0,30.0,11.0,0.0,0.0,20.0,2.0,4.0
Sabah Homasi,20,238.0,117.0,220.0,105.0,929.0,419.0,13.0,9.0,0.0,6.0,4.0,17.0,8.0,0.27555555555555555,19.0,19.724444444444444,12.526315789473685,3.944888888888889
Sage Northcutt,90,1795.0,1175.0,1289.0,709.0,1457.0,577.0,621.0,527.0,10.0,74.0,31.0,37.0,12.0,4.752222222222223,705.0,85.24777777777777,2.5460992907801416,17.049555555555553
Sai Wang,30,172.0,100.0,79.0,31.0,34.0,18.0,113.0,78.0,0.0,0.0,0.0,1.0,0.0,0.8711111111111111,113.0,29.128888888888888,1.5221238938053097,5.825777777777778
Sam Alvey,170,7895.0,4116.0,7109.0,3402.0,3751.0,1570.0,558.0,451.0,9.0,22.0,2.0,133.0,39.0,15.848888888888888,589.0,154.1511111111111,13.404074702886248,9.72630398205272
Sam Sicilia,85,2044.0,1035.0,1590.0,611.0,528.0,243.0,643.0,553.0,18.0,71.0,36.0,18.0,9.0,10.108888888888888,732.0,74.89111111111112,2.7923497267759565,7.4084414156957585
Sam Stout,20,127.0,33.0,127.0,33.0,276.0,113.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,1.0,20.0,127.0,4.0
Santiago Ponzinibbio,90,3442.0,1392.0,3357.0,1307.0,1980.0,920.0,112.0,84.0,0.0,39.0,7.0,53.0,28.0,0.5622222222222222,151.0,89.43777777777778,22.794701986754966,17.887555555555558
Saparbeg Safarov,15,131.0,37.0,131.0,37.0,686.0,327.0,1.0,0.0,0.0,2.0,0.0,17.0,6.0,0.0,3.0,15.0,43.666666666666664,3.0
Sara McMann,90,2338.0,1193.0,1828.0,757.0,2077.0,855.0,853.0,617.0,9.0,120.0,60.0,33.0,14.0,17.633333333333333,982.0,72.36666666666667,2.380855397148676,4.103969754253309
Sarah Kaufman,40,947.0,540.0,870.0,469.0,119.0,55.0,34.0,34.0,0.0,2.0,2.0,3.0,2.0,0.07555555555555556,36.0,39.92444444444445,26.305555555555557,7.984888888888889
Sarah Moras,50,578.0,420.0,220.0,84.0,1103.0,450.0,372.0,344.0,3.0,23.0,3.0,25.0,8.0,1.2244444444444444,398.0,48.775555555555556,1.4522613065326633,9.75511111111111
Scott Askham,70,840.0,634.0,542.0,341.0,607.0,285.0,224.0,224.0,2.0,19.0,2.0,27.0,8.0,0.5444444444444444,245.0,69.45555555555555,3.4285714285714284,13.89111111111111
Scott Holtzman,105,3514.0,2130.0,2568.0,1280.0,944.0,347.0,907.0,727.0,10.0,86.0,48.0,73.0,28.0,8.715555555555556,1003.0,96.28444444444445,3.5034895314057826,11.04742478327384
Scott Jorgensen,50,698.0,352.0,499.0,192.0,473.0,155.0,199.0,149.0,0.0,47.0,31.0,46.0,21.0,2.491111111111111,246.0,47.50888888888889,2.83739837398374,9.501777777777779
Sean O'Connell,70,2793.0,1633.0,2141.0,1045.0,1158.0,510.0,51.0,34.0,10.0,37.0,0.0,66.0,30.0,0.2088888888888889,98.0,69.7911111111111,28.5,13.958222222222222
Sean O'Malley,35,345.0,196.0,342.0,195.0,424.0,169.0,5.0,5.0,0.0,6.0,3.0,2.0,0.0,0.06,11.0,34.94,31.363636363636363,6.9879999999999995
Sean Soriano,40,121.0,80.0,100.0,62.0,187.0,43.0,48.0,35.0,0.0,0.0,0.0,9.0,3.0,0.4022222222222222,48.0,39.59777777777778,2.5208333333333335,7.919555555555556
Sean Spencer,70,1785.0,721.0,1635.0,575.0,980.0,385.0,184.0,173.0,0.0,6.0,3.0,34.0,9.0,1.991111111111111,190.0,68.00888888888889,9.394736842105264,13.601777777777778
Sean Strickland,115,5389.0,2098.0,5027.0,1802.0,2132.0,913.0,789.0,533.0,19.0,93.0,49.0,120.0,45.0,4.864444444444445,901.0,110.13555555555556,5.981132075471698,22.02711111111111
Seohee Ham,60,1000.0,474.0,928.0,408.0,352.0,164.0,9.0,8.0,1.0,15.0,0.0,3.0,1.0,0.04888888888888889,25.0,59.95111111111111,40.0,11.990222222222222
Sergio Moraes,105,2378.0,1213.0,2147.0,993.0,2621.0,1177.0,323.0,280.0,5.0,66.0,18.0,69.0,34.0,8.03,394.0,96.97,6.035532994923858,12.075965130759652
Sergio Pettis,170,9330.0,3675.0,8516.0,2944.0,3490.0,1445.0,1200.0,904.0,16.0,136.0,53.0,131.0,49.0,9.95111111111111,1352.0,160.04888888888888,6.900887573964497,16.08351942831621
Seth Baczynski,25,740.0,209.0,735.0,205.0,61.0,33.0,5.0,2.0,0.0,18.0,1.0,0.0,0.0,0.03777777777777778,23.0,24.962222222222223,32.17391304347826,4.992444444444445
Shamil Abdurakhimov,75,1290.0,727.0,1009.0,470.0,2182.0,1091.0,112.0,85.0,2.0,59.0,11.0,37.0,16.0,1.1311111111111112,173.0,73.86888888888889,7.456647398843931,14.773777777777777
Shana Dobson,25,97.0,36.0,95.0,34.0,163.0,85.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,25.0,97.0,5.0
Shane Burgos,60,1271.0,601.0,1098.0,475.0,1085.0,444.0,129.0,98.0,0.0,4.0,4.0,47.0,17.0,0.5533333333333333,133.0,59.446666666666665,9.556390977443609,11.889333333333333
Shane Campbell,50,895.0,565.0,719.0,412.0,1020.0,465.0,211.0,179.0,0.0,36.0,10.0,21.0,6.0,2.2222222222222223,247.0,47.77777777777778,3.623481781376518,9.555555555555555
Shane Howell,20,5.0,2.0,3.0,0.0,101.0,48.0,2.0,2.0,0.0,0.0,0.0,15.0,8.0,0.0,2.0,20.0,2.5,4.0
Shane Young,25,83.0,20.0,81.0,18.0,464.0,231.0,0.0,0.0,0.0,1.0,1.0,15.0,8.0,0.03777777777777778,1.0,24.962222222222223,83.0,4.992444444444445
Shawn Jordan,50,687.0,398.0,445.0,203.0,394.0,197.0,338.0,263.0,0.0,24.0,12.0,9.0,4.0,2.2444444444444445,362.0,47.75555555555555,1.8977900552486189,9.55111111111111
Shayna Baszler,15,41.0,19.0,30.0,8.0,247.0,136.0,10.0,10.0,1.0,4.0,1.0,2.0,1.0,0.08444444444444445,15.0,14.915555555555555,2.7333333333333334,2.983111111111111
Sheldon Westcott,30,144.0,74.0,107.0,43.0,102.0,33.0,11.0,9.0,0.0,19.0,7.0,2.0,2.0,0.16444444444444445,30.0,29.835555555555555,4.8,5.967111111111111
Sheymon Moraes,30,38.0,23.0,31.0,18.0,65.0,45.0,7.0,5.0,0.0,0.0,0.0,3.0,1.0,0.02,7.0,29.98,5.428571428571429,5.996
Shinsho Anzai,40,468.0,318.0,305.0,190.0,707.0,338.0,106.0,79.0,0.0,37.0,8.0,40.0,16.0,0.9944444444444445,143.0,39.00555555555555,3.272727272727273,7.80111111111111
Sirwan Kakai,30,179.0,85.0,146.0,52.0,353.0,124.0,25.0,25.0,0.0,10.0,5.0,20.0,8.0,0.5244444444444445,35.0,29.475555555555555,5.114285714285714,5.895111111111111
Siyar Bahadurzada,35,552.0,384.0,357.0,211.0,530.0,234.0,341.0,274.0,3.0,6.0,6.0,10.0,3.0,2.1977777777777776,350.0,32.80222222222222,1.5771428571428572,6.560444444444444
Soa Palelei,40,264.0,192.0,122.0,61.0,72.0,42.0,126.0,113.0,0.0,18.0,4.0,5.0,3.0,0.7266666666666667,144.0,39.27333333333333,1.8333333333333333,7.854666666666667
Song Kenan,15,15.0,15.0,14.0,14.0,169.0,64.0,13.0,13.0,0.0,0.0,0.0,9.0,3.0,0.006666666666666667,13.0,14.993333333333334,1.1538461538461537,2.998666666666667
Song Yadong,15,30.0,9.0,29.0,8.0,377.0,152.0,3.0,2.0,1.0,0.0,0.0,10.0,4.0,0.0,4.0,15.0,7.5,3.0
Stefan Struve,95,1838.0,977.0,1792.0,932.0,2186.0,1221.0,159.0,133.0,3.0,20.0,11.0,47.0,18.0,1.4122222222222223,182.0,93.58777777777777,10.098901098901099,18.717555555555556
Stephen Thompson,145,4244.0,1958.0,3985.0,1737.0,3873.0,1727.0,406.0,293.0,0.0,21.0,6.0,96.0,42.0,2.12,427.0,142.88,9.93911007025761,28.576
Steve Bosse,25,14.0,5.0,14.0,5.0,628.0,288.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0044444444444444444,0.0,24.995555555555555,14.0,4.999111111111111
Steve Kennedy,20,12.0,3.0,12.0,3.0,348.0,187.0,0.0,0.0,0.0,1.0,0.0,14.0,8.0,0.0,1.0,20.0,12.0,4.0
Steve Montgomery,20,32.0,13.0,28.0,9.0,246.0,88.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,20.0,32.0,4.0
Steven Peterson,45,754.0,290.0,698.0,237.0,771.0,242.0,41.0,37.0,0.0,34.0,5.0,2.0,2.0,0.7177777777777777,75.0,44.282222222222224,10.053333333333333,8.856444444444445
Steven Siler,20,22.0,11.0,22.0,11.0,22.0,11.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,20.0,22.0,4.0
Stevie Ray,95,2531.0,1357.0,2078.0,949.0,3196.0,1338.0,583.0,505.0,20.0,15.0,8.0,88.0,35.0,3.681111111111111,618.0,91.31888888888889,4.0954692556634305,18.26377777777778
Stipe Miocic,120,6950.0,4150.0,4812.0,2291.0,2960.0,1577.0,2839.0,2343.0,0.0,200.0,61.0,57.0,21.0,15.137777777777778,3039.0,104.86222222222221,2.286936492267193,6.927187316500293
Sultan Aliev,30,133.0,102.0,54.0,31.0,807.0,368.0,89.0,80.0,0.0,3.0,2.0,34.0,13.0,1.0344444444444445,92.0,28.965555555555554,1.4456521739130435,5.793111111111111
Syuri Kondo,20,286.0,137.0,284.0,135.0,355.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,286.0,4.0
T.J. Dillashaw,25,601.0,307.0,541.0,257.0,0.0,0.0,85.0,62.0,2.0,8.0,2.0,0.0,0.0,0.7155555555555555,95.0,24.284444444444446,6.326315789473684,4.856888888888889
TJ Dillashaw,130,10912.0,4879.0,9798.0,3940.0,3258.0,1251.0,1024.0,765.0,14.0,156.0,43.0,47.0,22.0,8.70888888888889,1194.0,121.2911111111111,9.139028475711893,13.92727736667517
Tae Hyun Bang,65,815.0,336.0,762.0,284.0,616.0,258.0,98.0,81.0,2.0,10.0,3.0,15.0,6.0,0.0,110.0,65.0,7.409090909090909,13.0
Tai Tuivasa,25,124.0,83.0,123.0,82.0,928.0,435.0,4.0,4.0,0.0,4.0,0.0,23.0,10.0,0.0044444444444444444,8.0,24.995555555555555,15.5,4.999111111111111
Takanori Gomi,40,1388.0,677.0,1298.0,602.0,1388.0,582.0,60.0,45.0,0.0,0.0,0.0,40.0,18.0,1.1555555555555554,60.0,38.84444444444444,23.133333333333333,7.768888888888888
Takenori Sato,10,0.0,0.0,0.0,0.0,277.0,122.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,2.0
Takeya Mizugaki,60,1457.0,586.0,1170.0,366.0,1217.0,470.0,384.0,254.0,0.0,20.0,0.0,23.0,13.0,4.777777777777778,404.0,55.22222222222222,3.6064356435643563,11.044444444444444
Talita Bernardo,30,112.0,38.0,88.0,22.0,1199.0,485.0,26.0,17.0,1.0,7.0,3.0,3.0,3.0,0.74,34.0,29.26,3.2941176470588234,5.852
Tamdan McCrory,30,200.0,162.0,112.0,80.0,532.0,245.0,180.0,150.0,2.0,8.0,4.0,22.0,6.0,1.6111111111111112,190.0,28.38888888888889,1.0526315789473684,5.677777777777778
Tarec Saffiedine,100,2483.0,1334.0,2194.0,1046.0,2001.0,885.0,265.0,260.0,5.0,26.0,7.0,47.0,24.0,4.3566666666666665,296.0,95.64333333333333,8.388513513513514,19.128666666666668
Tateki Matsuda,30,142.0,70.0,111.0,41.0,142.0,45.0,34.0,32.0,0.0,1.0,0.0,0.0,0.0,0.1322222222222222,35.0,29.86777777777778,4.057142857142857,5.9735555555555555
Tatiana Suarez,40,534.0,406.0,278.0,192.0,1424.0,551.0,448.0,372.0,4.0,22.0,19.0,71.0,27.0,4.173333333333333,474.0,35.82666666666667,1.1265822784810127,7.165333333333334
Tatsuya Kawajiri,85,1073.0,816.0,603.0,370.0,1149.0,485.0,597.0,568.0,9.0,145.0,44.0,40.0,12.0,7.555555555555555,751.0,77.44444444444444,1.4287616511318242,10.25
Taylor Lapilus,55,727.0,417.0,627.0,322.0,354.0,135.0,52.0,44.0,4.0,12.0,6.0,36.0,9.0,0.05333333333333334,68.0,54.946666666666665,10.691176470588236,10.989333333333333
Tecia Torres,130,6212.0,3529.0,4852.0,2387.0,5097.0,2563.0,872.0,673.0,3.0,156.0,30.0,101.0,48.0,8.108888888888888,1031.0,121.89111111111112,6.025218234723569,15.031789531378461
